資料集名稱,檔案格式,下載連結,資料集類型,資料集描述,主要欄位說明,資料集提供機關,更新頻率,授權方式,授權說明網址,計費方式,編碼格式,資料集提供機關聯絡人,資料集提供機關聯絡人電話,備註
"行政院重大政策","xml","http://www.ey.gov.tw/Rss_News.aspx?n=3D06E532B0D8316C","rawData","提供行政院重大政策之訊息。","「主題」、「日期」、「連結」、「內容」。","行政院","每月","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","洪先生","02-33568122",""
"各級學校及海青班在學僑生人數統計","csv","http://www.ocac.gov.tw/public/DownFile/File_24818.csv","rawData","所謂「僑生」係依據「僑生回國就學及輔導辦法」規定來臺就學者，而「港澳生」則依「香港澳門居民來臺就學辦法」規定辦理，以鼓勵港澳學生來臺升學；本資料集內容包括歷學年度公私立大學、國防醫學院、僑生先修部、專科學校、高國中、職業學校、國小及海青班等在學僑生人數等9大類資料。","學年度、公私立大學、國防醫學院、僑生先修部、專科學校、高國中、職業學校、國小及海青班","僑務委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","江小姐","02-23272789",""
"辦理華僑身分證明書、護照加簽僑居身分及役政用華僑身分證明書案件","csv","http://www.ocac.gov.tw/public/DownFile/File_24817.csv","rawData","旅居海外華僑返國從事投資、置產、納稅等經濟活動，或辦理兵役、入出境及居留定居等事宜，均需取得華僑身分證明書或護照加簽僑居身分用以主張其身分，作為行使其權利義務之依據；本資料集內容包括歷年及按月華僑身分證明書，護照加簽僑居身分及役政用華僑身分證明書申請等3大類資料。","年別、月別、華僑身分證明書、護照加簽僑居身分、役政用華僑身分證明書","僑務委員會","每月","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","江小姐","02-23272789",""
"十月慶典回國僑胞報到人數","csv","http://www.ocac.gov.tw/public/DownFile/File_24872.csv","rawData","僑胞雖旅居海外，卻心繫自由祖國，每年10月，海外各地僑社均舉行多采多姿的慶祝活動，各華僑社團並分別組團回國參加十月慶典，充分展現全球僑胞熱愛國家、支持政府的情操；本資料集主要內容包括歷年及各洲十月慶典回國僑胞報到人數。","年別、洲別、亞洲、美洲、歐洲、大洋洲、非洲、其他","僑務委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","江小姐","02-23272789",""
"函授教育入學及結業學生人數","csv","http://www.ocac.gov.tw/public/DownFile/File_24870.csv","rawData","為推展海外華文教育，增加僑胞終身學習機會，本會目前開設有華文教師、文史藝術、華語文應用、農工、商業及管理、家庭與兒童、餐飲、電腦資訊及中小學進修等9門學科、79種函授教育課程，除採用多媒體數位學習，並推出網路影音同步互動教學模式及設置非同步網路教學平臺，以提供僑胞更多元化的學習方式；本資料集主要內容包括各洲函授學校學生入學及結業人數。","學年度別、入學人次、結業人次、洲別","僑務委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","江小姐","02-23272789",""
"大專院校畢業僑生人數","csv","http://www.ocac.gov.tw/public/DownFile/File_24873.csv","rawData","僑生就讀之大專院校遍及全臺各地；本資料集內容包括歷學年度來自各洲僑生在臺灣的大專院校畢業人數。","學年度、洲別、亞洲、美洲、歐洲、大洋洲、非洲","僑務委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","江小姐","02-23272789",""
"僑民對九二一大地震之反應及捐款情形","csv","http://www.ocac.gov.tw/public/DownFile/File_24871.csv","rawData","民國88年臺灣發生50年來災情最為慘重的921大地震，震驚海內外各地，華僑雖身處異鄉，但發揮血濃於水的情感，出錢出力，全力投入救災及災後復健行列；本資料集內容包括5大洲60個國家地區對921大地震的慰問及捐款。","洲別、國家別、慰問電(函)、捐款筆數、捐款折合新台幣、捐款折合美金","僑務委員會","1次性資料","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","江小姐","02-23272789",""
"海外華僑文教服務中心地址及聯絡資訊","csv","http://www.ocac.gov.tw/public/DownFile/File_24934.csv","rawData","因應海外僑社需要，僑務委員會於海外重要城市及僑胞聚集地區設置華僑文教服務中心，提供多元服務，除服務僑胞、凝聚僑社向心，並兼具促進文化交流、拓展國民外交等功能；本資料集內容包括華僑文教服務中心中英文名稱及聯絡資訊。","中文名稱、英文名稱、地址、電話、傳真、e-mail帳號","僑務委員會","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","黃小姐","02-23272832",""
"歷屆美洲各地中華會館、中華公所、華僑總會聯誼會召開年會時間及地點","csv","http://www.ocac.gov.tw/public/DownFile/File_24930.csv","rawData","為搭建我與傳統僑社之溝通平台，厚植海外支持我政府之力量，僑務委員會於民國65年9月在美國舊金山輔導傳統僑社成立「全美各地中華會館、中華公所、華僑總會聯誼會」，後於民國69年8月在洛杉磯輔導成立「美洲各地中華會館、中華公所、華僑總會聯誼會」，此後該會每年在美洲各地輪流舉辦年會，參加人員為美洲各地中華會館與中華公所之主要負責人。自民國92年遭逢SARS疫情停辦年會，嗣於民國100年在臺北復辦前揭年會；本資料集內容包括歷屆召開年會時間及地點等資料。","屆別、召開時間、召開地點(國家)、地點(都市)","僑務委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","郭小姐","02-23272838",""
"歷屆歐洲華僑團體聯誼會召開年會時間及地點","csv","http://www.ocac.gov.tw/public/DownFile/File_24931.csv","rawData","旅歐各國僑領為期團結全歐僑胞愛國心志，堅定支持中華民國政府之信心，謀求僑社福祉之增進，於民國64年4月在德國舉辦第1屆「旅歐華僑團體聯誼會議」-即現今之「歐華年會」，嗣後每年輪流在歐洲14國隆重舉行，為具有長期性、多功能的大規模僑社愛國及聯誼性活動，是歐洲僑界最具傳統及重要性的全歐性活動；本資料集內容包括歷屆召開年會時間及地點等資料。","屆別、召開時間、召開地點(國家)、地點(都市)","僑務委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","莊小姐","02-23272845",""
"歷屆中美洲暨巴拿馬六國中華、華僑總會聯合總會召開年會時間及地點","csv","http://www.ocac.gov.tw/public/DownFile/File_24932.csv","rawData","中美洲暨巴拿馬六國中華、華僑總會聯合總會為加強聯繫，增進情誼，團結合作，於民國55年1月27日在薩爾瓦多首都舉行成立六國聯合總會籌備會議，並通過章程，於同年8月在巴拿馬舉行成立大會及第1屆年會暨懇親大會。該會為中美洲傳統華僑團體最具影響力之組織，每年輪流在瓜地馬拉、薩爾瓦多、宏都拉斯、尼加拉瓜、哥斯大黎加及巴拿馬六國舉辦；本資料集內容包括歷屆召開年會時間及地點等資料。","屆別、召開時間、召開地點","僑務委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","莊小姐","02-23272845",""
"核發華僑身分證明書案件─按僑居地別分","csv","http://www.ocac.gov.tw/public/DownFile/File_24935.csv","rawData","旅居海外華僑返國從事投資、置產、納稅等經濟活動，或辦理兵役、入出境及居留定居等事宜，均需取得華僑身分證明書或護照加簽僑居身分用以主張其身分，作為行使其權利義務之依據；本資料集內容包括按僑居地別之核發華僑身分證明書件數資料。","僑居地別、97年、98年、99年、100年、101年","僑務委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","邱小姐","02-23272928",""
"僑務委員會議資料表","csv","http://www.ocac.gov.tw/public/DownFile/File_24933.csv","rawData","僑務委員會議為向海外僑界傳達政府政策，以及海外僑界提供建言之重要平台；本資料集主要內容包括97年至101年僑務委員會議舉辦日期、地點、中心議題或大會主題、人數、國家地區等。","日期、地點、中心議題、人數、提案、國家地區、備註","僑務委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","胡小姐","02-23272617",""
"華文教師回國研習班參加人數","csv","http://www.ocac.gov.tw/public/DownFile/File_24975.csv","rawData","本資料集主要內容包括99至101年各洲參加華文教師回國研習班之人數。","年度、亞洲、美洲、歐洲、大洋洲、非洲、合計","僑務委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","曹小姐","02-2327-2665",""
"海外華裔青年各項活動人數","csv","http://www.ocac.gov.tw/public/DownFile/File_24976.csv","rawData","為促進海外華裔青年對我國政經社會發展現況之瞭解及宣揚傳統中華文化暨認識臺灣，舉辦各項華裔青年活動，如：臺灣觀摩團、暑期研習營及語文研習班等；本資料集內容包括近年上述各項華裔青年參與人數等3大類資料。","年別、海外華裔青年臺灣觀摩團、海外華裔青（少）年暑期研習營、海外華裔青年語文研習班、合計","僑務委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","江小姐","02-23272789",""
"北美地區海外民俗文化種子教師培訓班培訓人數","csv","http://www.ocac.gov.tw/public/DownFile/File_24977.csv","rawData","本資料集內容包括98至101年北美地區海外民俗文化種子教師培訓班各地區培訓人數。","地區、年度","僑務委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","施先生","02-2327-2674",""
"獲得學行優良僑生獎學金人數(按學年度別分)統計","csv","http://www.ocac.gov.tw/public/DownFile/File_24978.csv","rawData","本會為獎勵學業、品行優良僑生，特訂定「僑務委員會獎勵學行優良僑生獎學金核發要點」設置「學行優良獎學金」，以鼓勵學行優良在學僑生學業精進，使其專心就學；本資料集內容包括96至101學年度就讀中等學校二年級以上(不含碩、博士班研究生)獲得學行優良僑生獎學金人數資料。","學年度、大專優良僑生、中等學校優良僑生","僑務委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","江小姐","02-23272789",""
"海外華人人數","csv","http://www.ocac.gov.tw/public/DownFile/File_24979.csv","rawData","海外華人係指兩岸三地以外之所有旅居海外的華人(包含第一代移民及其後代)，而資料蒐集方式係由我國駐外館(處)及本會駐外人員依其管轄區域蒐集最新資料，再參酌美國、加拿大及澳大利亞等國之人口普查資料、各國移民署(局)之移民統計資料、或聯合國所公布之人口成長資料等，經全面彙整估計而得；本資料集內容包括101年各國華人人口、占總人數及占各洲人數百分比3大類資料。","地區別、人數、占總人數百分比、占各洲人數百分比","僑務委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","江小姐","02-23272789",""
"清寒僑生工讀補助人次(按學年度別分)統計","csv","http://www.ocac.gov.tw/public/DownFile/File_24980.csv","rawData","本會為協助在臺就學經濟困難之清寒僑生，特訂定「僑務委員會補助僑生工讀金要點」設置「清寒僑生工讀金」，提供清寒僑生在校工讀機會，以扶助其在臺生活，使其安心向學；本資料集內容包括96至101學年度本會補助依「僑生回國就學及輔導辦法」來臺就讀高級中等以上學校之在學僑生(以清寒僑生為優先)工讀人次資料。","學年度別、合計、第一學期、第二學期","僑務委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","江小姐","02-23272789",""
"本會自行編製(印)華文教材","csv","http://www.ocac.gov.tw/public/DownFile/File_24981.csv","rawData","本資料集主要內容為本會近年自行編製(印)目前仍流通且附掛於全球華文網「電子書坊」之平面教材、光碟及網路題材。","分級、教材項目、下載網址","僑務委員會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/opendata/principle","免費","UTF-8;","蔡小姐","02-2327-2685",""
