製造廠名稱,製造廠地址,登錄號碼,登錄品項,是否在3年有效期間內,有效期限
"泓傑企業股份有限公司","南投縣竹山鎮中和里前山路二段47之11號","GMP0069","醫療用衣物(滅菌)","Y","2020-05-08"
"邦特生物科技股份有限公司宜蘭二廠","宜蘭縣蘇澳鎮自強路5號","GMP0714","氣管支氣管抽吸導管(滅菌)","Y","2020-01-08"
"邦特生物科技股份有限公司宜蘭二廠","宜蘭縣蘇澳鎮自強路5號","GMP0714","血管內導管","Y","2020-01-08"
"邦特生物科技股份有限公司宜蘭二廠","宜蘭縣蘇澳鎮自強路5號","GMP0714","導管導引器","Y","2020-01-08"
"邦特生物科技股份有限公司宜蘭二廠","宜蘭縣蘇澳鎮自強路5號","GMP0714","導管導引線","Y","2020-01-08"
"邦特生物科技股份有限公司宜蘭二廠","宜蘭縣蘇澳鎮自強路5號","GMP0714","血液透析系統之附件(滅菌)","Y","2020-01-08"
"邦特生物科技股份有限公司宜蘭二廠","宜蘭縣蘇澳鎮自強路5號","GMP0714","血液通路裝置及其附件(滅菌)","Y","2020-01-08"
"邦特生物科技股份有限公司宜蘭二廠","宜蘭縣蘇澳鎮自強路5號","GMP0714","血管內輸液套","Y","2020-01-08"
"邦特生物科技股份有限公司宜蘭二廠","宜蘭縣蘇澳鎮自強路5號","GMP0714","膽管用導管及其附件","Y","2020-01-08"
"邦特生物科技股份有限公司宜蘭二廠","宜蘭縣蘇澳鎮自強路5號","GMP0714","輸尿管支架","Y","2020-01-08"
"邦特生物科技股份有限公司宜蘭二廠","宜蘭縣蘇澳鎮自強路5號","GMP0714","靜脈輸液用容器","Y","2020-01-08"
"邦特生物科技股份有限公司宜蘭二廠","宜蘭縣蘇澳鎮自強路5號","GMP0714","腹腔鏡灌入器(滅菌)","Y","2020-01-08"
"中國衛生材料生產中心股份有限公司","彰化縣彰化市福田里彰南路六段424巷21號","GMP0007","彈性繃帶(滅菌)","Y","2020-08-07"
"郁銓企業有限公司","新北市汐止區福德一路430巷27號2樓","GMP0333","紅外線照暖燈","Y","2020-11-22"
"銘伸企業股份有限公司","新北市淡水區八勢一街5號","GMP0341","壓力調節器","Y","2019-08-04"
"銘伸企業股份有限公司","新北市淡水區八勢一街5號","GMP0341","壓力管路及其附件","Y","2019-08-04"
"銘伸企業股份有限公司","新北市淡水區八勢一街5號","GMP0341","無補償式管流量計","Y","2019-08-04"
"銘伸企業股份有限公司","新北市淡水區八勢一街5號","GMP0341","氣體壓力計","Y","2019-08-04"
"銘伸企業股份有限公司","新北市淡水區八勢一街5號","GMP0341","氧化氮添加裝置","Y","2019-08-04"
"銘伸企業股份有限公司","新北市淡水區八勢一街5號","GMP0341","呼吸器用氣體潮濕器","Y","2019-08-04"
"邦特生物科技股份有限公司宜蘭二廠","宜蘭縣蘇澳鎮自強路5號","GMP0714","泌尿引流管(滅菌)","Y","2020-01-08"
"邦特生物科技股份有限公司宜蘭二廠","宜蘭縣蘇澳鎮自強路5號","GMP0714","尿液收集器及其附件(滅菌)","Y","2020-01-08"
"邦特生物科技股份有限公司宜蘭二廠","宜蘭縣蘇澳鎮自強路5號","GMP0714","導入/引流導管及其附件(滅菌)","Y","2020-01-08"
"邦特生物科技股份有限公司宜蘭二廠","宜蘭縣蘇澳鎮自強路5號","GMP0714","診斷用血管內導管","Y","2020-01-08"
"和大工業股份有限公司中科分公司","臺中市大雅區科雅路12號","GMP1135","動力式輪椅","Y","2020-12-07"
"和大工業股份有限公司中科分公司","臺中市大雅區科雅路12號","GMP1135","醫療用電動代步車","Y","2020-12-07"
"彰誠發企業股份有限公司","嘉義縣溪口鄉本厝村本廳1號","GMP0973","手提式氧氣產生器","Y","2019-01-30"
"香港商瑞健股份有限公司台灣分公司桃園廠","桃園市桃園區中泰里國聖二街136號","GMP0974","自動注射器","Y","2019-01-27"
"香港商瑞健股份有限公司台灣分公司桃園廠","桃園市桃園區中泰里國聖二街136號","GMP0974","皮下單腔針","Y","2019-01-27"
"萊鎂醫療器材股份有限公司","新竹縣竹北市新竹科學工業園區生醫路二段22號5樓","GMP0976","動力式抽吸幫浦","Y","2019-01-27"
"萊鎂醫療器材股份有限公司","新竹縣竹北市新竹科學工業園區生醫路二段22號5樓","GMP0976","治療打鼾或阻塞型睡眠呼吸中止症之口內器材(負壓呼吸治療裝置)","Y","2019-01-27"
"明基三豐醫療器材股份有限公司龜山廠","桃園縣龜山鄉山頂村山鶯路159號3樓","GMP0978","產科台及其附件","Y","2019-01-30"
"明基三豐醫療器材股份有限公司龜山廠","桃園縣龜山鄉山頂村山鶯路159號3樓","GMP0978","電動外科手術檯及其附件","Y","2019-01-30"
"明基三豐醫療器材股份有限公司龜山廠","桃園縣龜山鄉山頂村山鶯路159號3樓","GMP0978","手動式外科手術檯及其附件","Y","2019-01-30"
"明基三豐醫療器材股份有限公司龜山廠","桃園縣龜山鄉山頂村山鶯路159號3樓","GMP0978","外科手術燈","Y","2019-01-30"
"明基三豐醫療器材股份有限公司龜山廠","桃園縣龜山鄉山頂村山鶯路159號3樓","GMP0978","光纖維牙科用光源","Y","2019-01-30"
"上寰科技有限公司","新北市新店區中正路560巷3號3樓","GMP0979","噴霧器","Y","2019-02-07"
"聯華生技股份有限公司","臺南市新市區環東路一段31巷2號3樓及6號3樓","GMP0980","尿液二項測試條","Y","2019-02-03"
"聯華生技股份有限公司","臺南市新市區環東路一段31巷2號3樓及6號3樓","GMP0980","尿液三項測試條","Y","2019-02-03"
"聯華生技股份有限公司","臺南市新市區環東路一段31巷2號3樓及6號3樓","GMP0980","尿液三項(酮體)測試條","Y","2019-02-03"
"聯華生技股份有限公司","臺南市新市區環東路一段31巷2號3樓及6號3樓","GMP0980","尿液十項測試條","Y","2019-02-03"
"聯華生技股份有限公司","臺南市新市區環東路一段31巷2號3樓及6號3樓","GMP0980","心肌旋轉蛋白測試系統","Y","2019-02-03"
"聯華生技股份有限公司","臺南市新市區環東路一段31巷2號3樓及6號3樓","GMP0980","肌酸激酶測試系統","Y","2019-02-03"
"聯華生技股份有限公司","臺南市新市區環東路一段31巷2號3樓及6號3樓","GMP0980","嗎啡/甲基安非他命唾液測試系統","Y","2019-02-03"
"聯華生技股份有限公司","臺南市新市區環東路一段31巷2號3樓及6號3樓","GMP0980","登革熱病毒血清試劑","Y","2019-02-03"
"昭惠實業股份有限公司嘉義廠","嘉義縣朴子市大鄉里大槺榔179-52號","GMP0762","石膏襪套(滅菌)","Y","2019-08-17"
"昭惠實業股份有限公司嘉義廠","嘉義縣朴子市大鄉里大槺榔179-52號","GMP0762","醫療用吸收纖維(滅菌)","Y","2019-08-17"
"昭惠實業股份有限公司嘉義廠","嘉義縣朴子市大鄉里大槺榔179-52號","GMP0762","外部使用非吸收式紗布或海綿球(滅菌)","Y","2019-08-17"
"昭惠實業股份有限公司嘉義廠","嘉義縣朴子市大鄉里大槺榔179-52號","GMP0762","酒精棉片","Y","2019-08-17"
"晶宇生物科技實業股份有限公司科學園區分公司","苗栗縣竹南鎮科中路31號","GMP0763","快速檢驗試劑判讀儀","Y","2019-08-20"
"晶宇生物科技實業股份有限公司科學園區分公司","苗栗縣竹南鎮科中路31號","GMP0763","結核分枝桿菌群檢驗試劑套組及生物晶片檢測平台","Y","2019-08-20"
"晶宇生物科技實業股份有限公司科學園區分公司","苗栗縣竹南鎮科中路31號","GMP0763","人類乳突病毒基因分型檢測套組","Y","2019-08-20"
"晶宇生物科技實業股份有限公司科學園區分公司","苗栗縣竹南鎮科中路31號","GMP0763","微生物檢驗試劑套組","Y","2019-08-20"
"威立德有限公司","新北市中和區立德街168號6樓","GMP0764","經皮神經電刺激器","Y","2019-08-25"
"威立德有限公司","新北市中和區立德街168號6樓","GMP0764","動力式肌肉刺激器","Y","2019-08-25"
"威立德有限公司","新北市中和區立德街168號6樓","GMP0764","皮膚電極","Y","2019-08-25"
"寶島衛材有限公司","彰化縣二水鄉大園村員集路2段442號","GMP0055","換藥包(紗布、夾子、紗球、棉球)(滅菌)","Y","2019-11-29"
"金龍俊科技股份有限公司","臺中市潭子區雅潭路三段28號","GMP0768","靜電器(電位治療器)","Y","2019-09-08"
"金龍俊科技股份有限公司","臺中市潭子區雅潭路三段28號","GMP0768","紅外線燈(遠紅外線熱敷器)","Y","2019-09-08"
"近代醫療器材股份有限公司一廠","彰化縣和美鎮和北里德美路627、629號","GMP0769","液體藥物給藥器(滅菌)","Y","2019-10-01"
"精浚科技股份有限公司三峽廠","新北市三峽區三樹路168巷46號","GMP0770","核酸純化機","Y","2019-10-07"
"鈦和健康科技股份有限公司中和廠","新北市中和區建康路160號2樓","GMP0771","骨內植體","Y","2019-10-15"
"鈦和健康科技股份有限公司中和廠","新北市中和區建康路160號2樓","GMP0771","骨內植體用牙橋","Y","2019-10-15"
"旺北科技股份有限公司","新竹市東區科學工業園區工業東二路15號1樓","GMP0774","多參數生理訊號監視器","Y","2019-11-05"
"旺北科技股份有限公司","新竹市東區科學工業園區工業東二路15號1樓","GMP0774","心電圖監視器","Y","2019-11-05"
"旺北科技股份有限公司","新竹市東區科學工業園區工業東二路15號1樓","GMP0774","血氧濃度監視器","Y","2019-11-05"
"台灣尼普洛醫療器材股份有限公司","新竹縣寶山鄉新竹科學園區工業東九路13、15號1、2樓","GMP0779","血糖計","Y","2019-11-01"
"慶達科技股份有限公司科技廠","高雄市岡山區本工六路38號","GMP0781","骨內植體","Y","2019-12-01"
"寶島衛材有限公司","彰化縣二水鄉大園村員集路2段442號","GMP0055","產包(包布、大單、中單、擦拭巾)","Y","2019-11-29"
"欣邦有限公司","宜蘭縣冬山鄉東城路86號","GMP0784","醫用防護衣","Y","2019-12-17"
"欣邦有限公司","宜蘭縣冬山鄉東城路86號","GMP0784","醫療用衣物(滅菌)","Y","2019-12-17"
"欣邦有限公司","宜蘭縣冬山鄉東城路86號","GMP0784","外科用覆蓋巾及其附件","Y","2019-12-17"
"欣邦有限公司","宜蘭縣冬山鄉東城路86號","GMP0784","滅菌包","Y","2019-12-17"
"精華光學股份有限公司汐止二廠","新北市汐止區大同路一段306號9樓、306-3號4、7、11、12樓及306號7樓之2、之3","GMP0785","軟式隱形眼鏡","Y","2019-12-17"
"凱益股份有限公司","新竹縣湖口鄉光復南路22號","GMP0786","血管內輸液套及其附屬配件","Y","2019-12-22"
"貝斯美德股份有限公司","新北市五股區五工二路116巷5號","GMP0791","矽質導尿管","Y","2020-01-18"
"貝斯美德股份有限公司","新北市五股區五工二路116巷5號","GMP0791","誘發型肺量計","Y","2020-01-18"
"全微精密股份有限公司","臺中市西屯區科園二路12號","GMP0793","骨內植體用牙橋","Y","2020-01-24"
"旭宇科技有限公司","嘉義市東區後湖里保忠三街62巷48號","GMP0971","超音波傳導膠","Y","2019-01-17"
"旭宇科技有限公司","嘉義市東區後湖里保忠三街62巷48號","GMP0971","電極導電膠","Y","2019-01-17"
"旭宇科技有限公司","嘉義市東區後湖里保忠三街62巷48號","GMP0971","病患用潤滑劑(滅菌)","Y","2019-01-17"
"旭宇科技有限公司","嘉義市東區後湖里保忠三街62巷48號","GMP0971","脈衝光冷凝膠","Y","2019-01-17"
"彰誠發企業股份有限公司","嘉義縣溪口鄉本厝村本廳1號","GMP0973","手提式氧氣產生器","Y","2019-01-30"
"惠碁生物科技股份有限公司新竹廠","新竹縣竹北市博愛街789號(一樓部分使用)789號3樓","GMP0102","採血針(滅菌)","Y","2018-07-17"
"惠碁生物科技股份有限公司新竹廠","新竹縣竹北市博愛街789號(一樓部分使用)789號3樓","GMP0102","採血筆","Y","2018-07-17"
"豪展醫療科技股份有限公司","新北市三重區光復路一段78、80、82、82之1、82之2、82之3、82之6、82之7、82之8號9樓","GMP0104","紅外線耳溫槍","Y","2018-06-09"
"日陽包裝實業股份有限公司","桃園縣楊梅市老莊路281號","GMP0449","耳溫套","Y","2018-11-23"
"豪展醫療科技股份有限公司","新北市三重區光復路一段78、80、82、82之1、82之2、82之3、82之6、82之7、82之8號9樓","GMP0104","電動吸鼻器","Y","2018-06-09"
"豪展醫療科技股份有限公司","新北市三重區光復路一段78、80、82、82之1、82之2、82之3、82之6、82之7、82之8號9樓","GMP0104","非接觸式紅外線額溫槍","Y","2018-06-09"
"豪展醫療科技股份有限公司","新北市三重區光復路一段78、80、82、82之1、82之2、82之3、82之6、82之7、82之8號9樓","GMP0104","電子式血壓計","Y","2018-06-09"
"佳合醫材股份有限公司","新北市五股區五權七路63號","GMP0105","外科用絹絲縫合線(附針/不附針)","Y","2018-06-10"
"佳合醫材股份有限公司","新北市五股區五權七路63號","GMP0105","外科用尼龍縫合線(附針/不附針)","Y","2018-06-10"
"佳合醫材股份有限公司","新北市五股區五權七路63號","GMP0105","外科用鉻製縫合線附針","Y","2018-06-10"
"佳合醫材股份有限公司","新北市五股區五權七路63號","GMP0105","外科用原腸縫合線","Y","2018-06-10"
"佳合醫材股份有限公司","新北市五股區五權七路63號","GMP0105","外科用聚酯縫合線附針","Y","2018-06-10"
"佳合醫材股份有限公司","新北市五股區五權七路63號","GMP0105","外科用聚丙烯縫合線(附針/不附針)","Y","2018-06-10"
"佳合醫材股份有限公司","新北市五股區五權七路63號","GMP0105","外科化學吸收縫線(附針/不附針)","Y","2018-06-10"
"佳合醫材股份有限公司","新北市五股區五權七路63號","GMP0105","外科用不銹鋼縫合線附針","Y","2018-06-10"
"中央醫療器材股份有限公司","台北市內湖區瑞光路298號3樓","GMP0106","手動式骨科手術器械(滅菌)","Y","2018-06-11"
"中央醫療器材股份有限公司","台北市內湖區瑞光路298號3樓","GMP0106","手動式骨科手術器械(滅菌)","Y","2019-03-29"
"中央醫療器材股份有限公司","台北市內湖區瑞光路298號3樓","GMP0106","骨水泥分配器(滅菌)","Y","2018-06-11"
"中央醫療器材股份有限公司","台北市內湖區瑞光路298號3樓","GMP0106","骨水泥分配器(滅菌)","Y","2019-03-29"
"中央醫療器材股份有限公司","台北市內湖區瑞光路298號3樓","GMP0106","PMMA骨水泥","Y","2018-06-11"
"中央醫療器材股份有限公司","台北市內湖區瑞光路298號3樓","GMP0106","PMMA骨水泥","Y","2019-03-29"
"中央醫療器材股份有限公司","台北市內湖區瑞光路298號3樓","GMP0106","再吸收鈣鹽骨洞填充裝置","Y","2018-06-11"
"中央醫療器材股份有限公司","台北市內湖區瑞光路298號3樓","GMP0106","再吸收鈣鹽骨洞填充裝置","Y","2019-03-29"
"國發醫療器材股份有限公司","彰化縣和美鎮東平路221巷19號","GMP0107","棉棒(滅菌)","Y","2018-06-20"
