試驗藥品監視新藥成分,申請者,許可證,報告書BA,報告書BE,報告書Dis,報告書核准日期,對照品商品名,對照品製造廠名,國別
"Fenofibrate tab 160mg","漢旭","衛署藥製 049333","","Y","","970204","Lipanthyl tab 160mg","Fournier","France"
"Fenofibrate tab 160mg","瑩碩","衛署藥製 050087","","Y","","980331","Lipanthyl tab 160mg","Fournier","France"
"Fentanyl patch 25 μg/h","管管局","衛署藥輸 024889","","Y","","970616","Durogesic TTS 25μg/h","Janssen","Belgium"
"Fentanyl patch 50 μg/h","管管局","衛署藥製 051717","","","Y","981029","Fentanyl patch 25 μg/hr ＂NBCD＂","德山","Taiwan"
"Fexofenadine tab 60mg","中國化學","衛署藥製 049113","","Y","","960807","Allegra tab 60mg","Aventis","US"
"Fexofenadine tab 60mg","井田","衛署藥製 050874","","Y","","980814","Allegra tab 60mg","Sanofi-Aventis","US"
"Fexofenadine tab 60mg","元宙","衛署藥製 047890","","Y","","950308","Allegra tab 60mg","Aventis","US"
"Fexofenadine tab 60mg","生達","衛署藥製 055954","","Y","","1000125","Allegra tab 60mg","Sanofi-Aventis","US"
"Fexofenadine tab 60mg","衛達","衛署藥製 057297","","Y","","991013","Allegra tab 60mg","Sanofi-Aventis","US"
"Fexofenadine tab 60mg","大豐","衛署藥製 057280","","","Y","1000624","Fexofenadine HCl tab 180mg","大豐","Taiwan"
"Fexofenadine tab 60mg","羅得","衛署藥製 057115","","","Y","1000602","GRM FCT ROOT 180mg","羅德","Taiwan"
"Fexofenadine tab 60mg","永信","衛署藥製 057147","","","Y","1010118","Fexofenadine HCl tab 180mg","永信幼獅廠","Taiwan"
"Fexofenadine tab 180mg","大豐","衛署藥製 055916","","Y","","990628","Allegra tab 180mg","Sanofi-Aventis","US"
"Fexofenadine tab 180mg","世育","衛署藥製 049096","","Y","","960605","Allegra tab 180mg","Aventis","US"
"Fexofenadine tab 180mg","永信","衛署藥製 056751","","Y","","1000330","Allegra tab 180mg","Sanofi-Aventis","US"
"Fexofenadine tab 180mg","羅得","衛署藥製 056789","","Y","","991220","Allegra tab 180mg","Sanofi-Aventis","US"
"Fexofenadine/ Pseudoeph SR tab 60mg/120mg","中國化學","衛署藥製 050424","","Y","","980721","Allegra-D 12H ER tab 60mg/120mg","Aventis","US"
"Finasteride tab 1mg","中國化學","衛部藥製 058161","","","Y","1021022","Fynasid tab 5mg","中國化學","Taiwan"
"Finasteride tab 1mg","永信","衛署藥製 049175","","","Y","961029","Finaride tab 5mg","永信台中幼獅","Taiwan"
"Finasteride tab 1mg","順生","衛署藥製 047277","","","Y","940510","Finasteride tab 5mg","順生","Taiwan"
"Finasteride tab 1mg","萬菱","衛部藥製 058117","","","Y","1020812","Finastate tab 5mg","華興","Taiwan"
"Finasteride tab 1mg","寶齡富錦","衛署藥製 057990","","","Y","1020430","Finaspro tab 5mg","寶齡富錦","Taiwan"
"Finasteride tab 5mg","中國化學","衛署藥製 045621","","Y","","920307","Proscar tab 5mg","MSD","UK"
"Finasteride tab 5mg","井田","衛署藥製 043662","","Y","","890328","Proscar tab 5mg","MSD","UK"
"Finasteride tab 5mg","內外","衛署藥製 045252","","Y","","911024","Proscar tab 5mg","MSD","UK"
"Finasteride tab 5mg","永信","衛署藥製 048557","","Y","","960118","Proscar tab 5mg","MSD","UK"
"Finasteride tab 5mg","南光","衛署藥製 044331","","Y","","900130","Proscar tab 5mg","MSD","US"
"Finasteride tab 5mg","景德","衛署藥製 044402","","Y","","900226","Proscar tab 5mg","MSD","UK"
"Finasteride tab 5mg","華興","衛署藥製 046424","","Y","","930709","Proscar FC tab 5mg","MSD","UK"
"Finasteride tab 5mg","順生","衛署藥製 047031","","Y","","931012","Proscar tab 5mg","MSD","UK"
"Finasteride tab 5mg","瑞安","衛署藥製 045387","","Y","","911016","Proscar tab 5mg","MSD","UK"
"Finasteride tab 5mg","寶齡富錦","衛署藥製 049769","","Y","","971001","Proscar tab 5mg","MSD","US"
"Fluconazole cap 150mg","中國化學","衛署藥製 040091","","Y","","850604","Diflucan cap 150mg","Pfizer","France"
"Fluconazole cap 150mg","永信","衛署藥製 043898","","Y","","890713","Diflucan cap 150mg","Pfizer","Australia"
"Fluconazole cap 150mg","信東","衛署藥製 042884","","Y","","880311","Diflucan cap 150mg","Pfizer","Taiwan"
"Fluconazole cap 150mg","景德","衛署藥製 041391","","Y","","860516","Diflucan cap 150mg","Pfizer","Taiwan"
"Fluconazole cap 150mg","華興","衛署藥製 049502","","Y","","970602","Diflucan cap 150mg","Pfizer","Australia"
"Fluconazole cap 150mg","生達","衛署藥製 043466","","","Y","881221","Fumay cap 50mg","生達","Taiwan"
"Fluconazole cap 50mg","正和","衛署藥製 043293","","Y","","880922","Diflucan cap 150mg","Pfizer","Taiwan"
"Fluconazole cap 50mg","永信","衛署藥製 044680","","Y","","901012","Diflucan cap 150mg","Pfizer","Australia"
"Fluconazole cap 50mg","生達","衛署藥製 043339","","Y","","881020","Diflucan cap 150mg","Pfizer","Taiwan"
"Fluconazole cap 50mg","瑞安","衛署藥製 041997","","Y","","870213","Diflucan cap 150mg","Pfizer","Taiwan"
"Fluconazole cap 50mg","中國化學","衛署藥製 041335","","","Y","860313","Azol-fluconazole cap 150mg","中國化學","Taiwan"
"Fluconazole tab 200mg","永信","衛署藥製 037579","","Y","","830328","Diflucan cap 200mg","Pfizer","Taiwan"
"Fluticasone nasal spray 50mcg/dose","健喬信元","衛署藥製 055903","","","Y","1040121","Flixonase nasal spray 50mcg/metered spray","Glaxo wellcome, S.A.","Spain"
"Fluoxetine cap 10mg","永信","衛署藥製 044470","","","Y","900426","Fluronin cap 20mg","永信","Taiwan"
"Fluoxetine cap 10mg","生達","衛署藥製 043705","","","Y","890125","Flux cap 20mg","生達","Taiwan"
"Fluoxetine cap 10mg","順生","衛署藥製 041936","","","Y","870211","Serotec cap 20mg","順生","Taiwan"
"Fluoxetine cap 10mg","聯邦","衛署藥製 044042","","","Y","891011","Fluxen cap 10mg","聯邦","Taiwan"
"Fluoxetine cap 20mg","大豐","衛署藥製 043937","","Y","","890824","Prozac cap 20mg","Eli Lilly","Taiwan"
"Fluoxetine cap 20mg","中國化學","衛署藥製 042837","","Y","","880202","Prozac cap 20mg","Eli Lilly","Taiwan"
"Fluoxetine cap 20mg","臺灣東洋","衛署藥製 042570","","Y","","870609","Prozac cap 20mg","Eli Lilly","US"
"Fluoxetine cap 20mg","永信","衛署藥製 043523","","Y","","890111","Prozac cap 20mg","Eli Lilly","Taiwan"
"Fluoxetine cap 20mg","生達","衛署藥製 042977","","Y","","880430","Prozac cap 20mg","Eli Lilly","Taiwan"
"Fluoxetine cap 20mg","信元","衛署藥製 041338","","Y","","860506","Prozac cap 20mg","Eli Lilly","Taiwan"
"Fluoxetine cap 20mg","信東","衛署藥製 041606","","Y","","860918","Prozac cap 20mg","Eli Lilly","Taiwan"
"Fluoxetine cap 20mg","景德","衛署藥製 041280","","Y","","851028","Prozac cap 20mg","Eli Lilly","US"
"Fluoxetine cap 20mg","順生","衛署藥製 041419","","Y","","860614","Prozac cap 20mg","Eli Lilly","US"
"Fluoxetine cap 20mg","優良","衛署藥製 042901","","Y","","871006","Prozac cap 20mg","Eli Lilly","Taiwan"
"Fluoxetine cap 20mg","聯邦","衛署藥製 042001","","Y","","870306","Prozac cap 20mg","Eli Lilly","Taiwan"
"Flurbiprofen tab 100mg","內外","衛署藥製 035672","","Y","","880719","Ansaid tab 100mg","Upjohn","US"
"Flurbiprofen tab 100mg","正和","衛署藥製 035179","","Y","","841020","Ansaid tab 100mg","Upjohn","US"
"Flurbiprofen tab 50mg","十全","衛署藥製 036267","","Y","","870714","Ansaid tab 50mg","Upjohn","US"
"Flurbiprofen tab 50mg","美時","衛署藥製 034082","","Y","","861002","Ansaid tab 50mg","Upjohn","US"
"Flurbiprofen tab 50mg","正和","衛署藥製 035054","","","Y","881008","Ansaid tab 50mg","Upjohn","US"
"Flutamide tab 250mg","寶齡富錦","衛署藥製 046018","","Y","","921210","Fugerel tab 250mg","Schering-Plough","Canada"
"Flutamide tab 250mg","先靈葆雅","衛署藥輸 023098","","","Y","890914","Fugerel tab 250mg","Schering-Plough","Canada"
"Fluvastatin XL tab 80mg","東顥生化","衛署藥製 056629","Y","","","990429","Lescol XL tab 80mg","Novartis Farmaceutica","Spain"
"Fluvoxamine maleate tab 100mg","南光","衛署藥製 045381","","Y","","920130","Luvox tab 100mg","Solvay Duphar B.V.","Netherlands"
"Fluvoxamine maleate tab 50mg","信東","衛署藥製 045437","","Y","","920213","Luvox tab 50mg","Solvay Duphar B.V.","Netherlands"
"Fluvoxamine maleate tab 50mg","瑞士","衛署藥製 046549","","Y","","930902","Luvox tab 50mg","Solvay Duphar B.V.","Netherlands"
"Fluvoxamine maleate tab 50mg","鼎泰","衛署藥製 046933","","Y","","931021","Luvox tab 50mg","Solvay Pharm B.V.","Netherlands"
"Fluvoxamine maleate tab 50mg","南光","衛署藥製 046286","","","Y","920901","Lote tab 100mg","南光","Taiwan"
"Formoterol fumarate tab 40mg","十全","衛署藥製 044272","","Y","","920714","Atock tab 40mg","Yamanouchi","Japan"
"Formoterol fumarate tab 40mg","永信","衛署藥製 048646","","Y","","960313","Atock tab 40mg","Yamanouchi","Japan"
"Fosinopril tab 10mg","生達","衛署藥製 047002","","Y","","940128","Monopril tab 10mg","Bristol-Myers Squibb","Australia"
"Fosinopril tab 10mg","萬菱","衛署藥製 046199","","Y","","921210","Monopril tab 10mg","Bristol-Myers Squibb","Australia"
"Gabapentin cap 100mg","吉如","衛署藥製 049638","","","Y","970602","Gatine cap 300mg","瑞安","Taiwan"
"Gabapentin cap 100mg","南光","衛署藥製 051524","","","Y","980818","Carbatin cap 300mg","南光","Taiwan"
"Gabapentin cap 300mg","吉如","衛署藥製 047477","","Y","","910822","Neuronitin cap 300mg","Parke-Davis","Pureo"
"Gabapentin cap 300mg","南光","衛署藥製 049465","","Y","","970513","Neuronitin cap 300mg","Pfizer","Puerto Rico"
"Gabapentin cap 300mg","瑞士","衛署藥製 048357","","Y","","950720","Neuronitin cap 300mg","Parke-Davis","Puerto Rico"
"Gabapentin cap 400mg","瑞士","衛署藥製 050036","","Y","","971030","Neuronitin cap 400mg","Pfizer","Puerto Rico"
"Gabapentin tab 600mg","瑞士","衛署藥製 049517","","Y","","970508","Neuronitin tab 600mg","Pfizer","Puerto Rico"
"Gabapentin tab 600mg","瑩碩","衛署藥製 047905","","Y","","950307","Neuronitin tab 600mg","Pfizer","Puerto Rico"
"Gabapentin tab 800mg","南光","衛署藥製 049446","","Y","","970226","Neuronitin tab 800mg","Pfizer","Puerto Rico"
"Gabapentin tab 800mg","瑩碩","衛署藥製 047982","","Y","","950504","Neuronitin tab 800mg","Pfizer","Puerto Rico"
"Galantamine tab 8mg","健亞","衛署藥製 047265","","Y","","930528","Reminyl tab 8mg","Janssen","Italy"
"Galantamine tab 8mg","瑞士","衛署藥製 055530","","Y","","990607","Reminyl tab 8mg","Janssen-Cilag","Italy"
"Gefitinib tab 250mg","中國化學","衛部藥製 059239","","Y","","1050704","Iressa tab 250mg","AstraZeneca UK Limited","UK"
"Gemfibrozil cap 300mg","中國化學","衛署藥製 033476","","Y","","800110","Lopid cap 300mg","Parke-Davis","Taiwan"
"Gemfibrozil cap 300mg","永勝","衛署藥製 039731","","Y","","841128","Lopid cap 300mg","Parke-Davis","Taiwan"
"Gemfibrozil cap 300mg","生達","衛署藥製 041332","","Y","","860311","Lopid cap 300mg","Parke-Davis","Taiwan"
"Gemfibrozil cap 300mg","乖乖","衛署藥製 035838","","Y","","800504","Lopid cap 300mg","Parke-Davis","Taiwan"
"Gemfibrozil cap 300mg","華興","衛署藥製 036483","","Y","","820524","Lopid cap 300mg","Parke-Davis","US"
"Gemfibrozil cap 300mg","優良","衛署藥製 032563","","Y","","790421","Lopid cap 300mg","Parke-Davis","US"
"Gemfibrozil tab 300mg","瑞士","衛署藥製 041931","","","Y","870211","Nilpid tab 600mg","瑞士","Taiwan"
"Gemfibrozil tab 600mg","強生","衛署藥製 042244","","Y","","870303","Lopid tab 600mg","Parke-Davis","US"
"Gemfibrozil tab 600mg","中國化學","衛署藥製 038296","","Y","","831109","Lopid cap 600mg","Parke-Davis","US"
"Gemfibrozil tab 600mg","永信","衛署藥製 037685","","Y","","830606","Lopid cap 600mg","Parke-Davis","US"
"Gemfibrozil tab 600mg","信元","衛署藥製 042585","","Y","","870730","Lopid tab 600mg","Parke-Davis","US"
"Gemfibrozil tab 600mg","信東","衛署藥製 038016","","Y","","830825","Lopid cap 600mg","Parke-Davis","US"
"Gemfibrozil tab 600mg","瑞士","衛署藥製 041496","","Y","","861002","Lopid tab 600mg","Parke-Davis","US"
"Gestodene/ estradiol tab 0.075mg/0.03mg","美商惠氏","衛署藥輸 023092","","","Y","891206","Minulet tab","Wyeth","Germany"
"Gestrinone cap 2.5mg","吉如","衛署藥製 045413","","Y","","910527","Dimetriose cap 2.5mg","Roussel Lab.","Ireland"
"Gestrinone cap 2.5mg","培力","衛署藥製 047913","","Y","","950214","Dimetriose cap 2.5mg","Patheon","UK"
"Glimepiride tab 1mg","永信","衛署藥製 049072","","","Y","960920","Glime tab 2mg","永信","Taiwan"
"Glimepiride tab 1mg","瑞士","衛部藥製 058088","","","Y","1020614","Nonin tab 2mg","瑞士","Taiwan"
"Glimepiride tab 2mg","中國化學","衛署藥製 046647","","Y","","920904","Amaryl tab 2mg","Hoechst AG","Germany"
"Glimepiride tab 2mg","永信","衛署藥製 048121","","Y","","950704","Amaryl tab 2mg","Aventis","Germany"
"Glimepiride tab 2mg","生達","衛署藥製 046640","","Y","","930609","Amaryl tab 2mg","Aventis Dentschland","Germany"
"Glimepiride tab 2mg","信東","衛署藥製 046766","","Y","","930504","Amaryl tab 2mg","Aventis Dentschland","Germany"
"Glimepiride tab 2mg","倍斯特","衛署藥製 047790","","Y","","941111","Amaryl tab 2mg","Aventis","Germany"
"Glimepiride tab 2mg","景徳","衛署藥製 047485","","Y","","940727","Amaryl tab 2mg","Hoechst AG","Germany"
"Glimepiride tab 2mg","華興","衛署藥製 048846","","Y","","960117","Amaryl tab 2mg","Aventis","Germany"
"Glimepiride tab 2mg","瑞士","衛署藥製 048068","","Y","","941214","Amaryl tab 2mg","Aventis","Germany"
"Glimepiride tab 2mg","壽元","衛署藥製 048560","","Y","","960119","Amaryl tab 2mg","Aventis","Germany"
"Glimepiride tab 2mg","瑩碩","衛署藥製 047258","","Y","","940422","Amaryl tab 2mg","Aventis Dentschland","Germany"
"Glimepiride tab 2mg","躍欣","衛署藥製 047172","","Y","","931203","Amaryl tab 2mg","Hoechst AG","Germany"
"Glimepiride tab 4mg","信東","衛部藥製 058121","","","Y","1021011","Glimaryl tab 2mg","榮民","Taiwan"
"Glimepiride tab 4mg","瑞士","衛署藥製 057989","","","Y","1020613","Nonin tab 2mg","瑞士","Taiwan"
"Glimepiride/ Metformin tab 2/500mg","賽諾菲","衛署藥輸 024876","Y","","","970903","Amaryl+Glucophage 2/500mg","Aventis+Merck","Italy+France"
"Glimepiride/ Metformin tab 2/500mg","信東","衛部藥製 058071","","Y","","1020617","Amaryl M tab 2mg/500mg","Handok pharmaceutical Co., Ltd.","Korea"
"Glimepiride/ Metformin tab 2/500mg","正和","衛部藥製 058954","","Y","","1040922","Amaryl M tab 2mg/500mg","Handok pharmaceutical Co., Ltd.","Korea"
"Glimepiride/ Metformin tab 2/500mg","健亞","衛部藥製 059300","","Y","","1050401","Amaryl M tab 2mg/500mg","Handok pharmaceutical Co., Ltd.","Korea"
"Glyburide/ Metformin tab 2.5/500mg","友華","衛署藥製 046732","","Y","","931001","Glucovance tab 2.5/500mg","Bristol-Myers Squibb","US"
"Glyburide/Metformin tab 5/500mg","友華","衛署藥製 046733","","","Y","1010301","GlucoMet tab 5mg/500mg","友霖","Taiwan"
"Granisetron tab 1mg","南光","衛署藥製 055953","","Y","","1000126","Kytril tab 1mg","F.Hoffmann-La Roche","Switzerland"
"Granisetron tab 1mg","永信","衛部藥製 059052","","Y","","1041202","Kytril tab 1mg","F.Hoffmann-La Roche Ltd.","Switzerland"
"Imatinib tab 100mg","臺灣東洋","衛部藥製 058288","","Y","","1021030","Glivec tab 100mg","Norvartis Pharna Stein AG","Switzerland"
"Imatinib tab 100mg","中國化學","衛署藥製 057915","","Y","","1020402","Glivec tab 100mg","Norvartis Pharna Stein AG","Switzerland"
"Imatinib tab 100mg","艾威群","衛部藥輸 026613","","Y","","1021030","Glivec tab 100mg","Norvartis Pharna Stein AG","Switzerland"
"Imatinib tab 100mg","杏輝","衛部藥製 059680","","Y","","1051223","Glivec tab 100mg","Norvartis Pharna Stein AG","Switzerland"
"Imatinib micor-tab cap 100mg","萬菱","衛部藥製 059272","","Y","","1040311","Glivec tab 100mg","Norvartis Pharna Stein AG","Switzerland"
"Irbesartan tab 150mg","中國化學","衛署藥製 056689","","Y","","1000818","Aprovel tab 150mg","Sanofi Winthrop","France"
"Irbesartan tab 150mg","吉富","衛署藥輸 025342","","Y","","990615","Aproveltm tab 150mg","Sanofi Winthrop","France"
"Irbesartan tab 150mg","信東","衛署藥製 056697","","Y","","1000317","Aprovel tab 150mg","Sanofi Winthrop","France"
"Irbesartan tab 150mg","健喬信元","衛署藥製 055028","","Y","","990607","Aprovel tab 150mg","Sanofi Winthrop","France"
"Irbesartan tab 150mg","十全","衛部藥製 058199","","Y","","1010208","Aprovel tab 150mg","Sanofi Winthrop","France"
"Irbesartan tab 150mg","健亞","衛部藥製 058231","","","Y","1021014","Irbesartan tab 300mg","健亞","Taiwan"
"Irbesartan tab 150mg","生達","衛署藥製 057178","","Y","","1010402","Aprovel tab 150mg","Sanofi Winthrop Industrie","France"
"Irbesartan tab 150mg","瑞士","衛部藥製 059032","","Y","","1050108","Aprovel tab 150mg","Sanofi Winthrop Industrie","France"
"Irbesartan tab 300mg","永勝","衛署藥製 057864","","Y","","1010312","Aprovel tab 300 mg","Sanofi Winthrop Industrie","France"
"Irbesartan tab 300mg","健亞","衛部藥製 058235","","Y","","1020219","Aprovel tab 300mg","Sanofi Winthrop Industrie","France"
"Irbesartan tab 300mg","壽元","衛署藥製 057821","","Y","","1020116","Aprovel tab 300mg","Sanofi Winthrop","France"
"Irbesartan tab 300mg","中國化學","衛署藥製 057318","","","Y","1010705","Irbesartan tab 150mg","中國化學","Taiwan"
"Irbesartan tab 300mg","永勝","衛署藥製 057864","","Y","","1010312","Aprovel tab 300mg","Sanofi Winthrop Industrie","France"
"Irbesartan tab 300mg","優生","衛部藥製 059407","","Y","","1051124","Aprovel tab 300mg","Sanofi Winthrop Industrie","France"
"Irbesartan tab 300mg","品庠","衛部藥輸 026577","","Y","","1060531","Aprovel tab 300mg","Sanofi Winthrop Industrie","US"
"Ivabradine tab 5mg","生達二廠","衛部藥製 059709","","Y","","1051219","Coralan tab 5mg","Servier Industries Ltd","US"
"Ketoconazole tab 200mg","中美","衛署藥製 029316","","Y","","801204","Nizoral tab 200mg","Janssen","Taiwan"
"Ketoconazole tab 200mg","永信","衛署藥製 029730","","Y","","790106","Nizoral tab 200mg","Janssen","Taiwan"
"Ketoconazole tab 200mg","全福","衛署藥製 040663","","Y","","851029","Nizoral tab 200mg","Janssen","Belgium"
"Ketoconazole tab 200mg","明德","衛署藥製 029498","","Y","","831129","Nizoral tab 200mg","Janssen","Belgium"
"Ketoconazole tab 200mg","南光","衛署藥製 030633","","Y","","781219","Nizoral tab 200mg","Janssen","Taiwan"
"Ketoconazole tab 200mg","華興","衛署藥製 030057","","Y","","790711","Nizoral tab 200mg","Janssen","Taiwan"
