回收分級,文號,日期,產品,許可證字號,批號,許可證持有者,原因,
"","105年12月20日 FDA藥字第1050053001號(食藥署藥品組)","2016-12-29","普樂他諾－Ｌ針 PROTERNOL L INJECTION","專案進口核備函字號FDA藥字第1040028641號","07AC、10AK、13AM","宜泰貿易有限公司","案內藥品因於架儲期主成分(ISOPROTERENOL HCL)含量可能會低於原核准格下限",
"2","106年1月4日 FDA藥字第1051414192號(食藥署藥品組)","2017-01-12","磷酸可待因注射液15毫克/毫升 CODEINE PHOSPHATE INJECTION 15MG/ML","衛署藥製字第005889號","1050101","衛生福利部食品藥物管理署管制藥品製藥工廠","廠商主動通報，說明案內批號藥品安瓿內有雜質異物",
"2","106年1月25日 FDA藥字第1061401075號(食藥署藥品組)","2017-02-09","＂井田＂亞恬膜衣錠100毫克（阿廷諾） ATENO F.C. TABLETS 100MG (ATENOLOL) ＂CHINTENG＂","衛署藥製字第031223號","058S03及058S04","井田國際醫藥廠股份有限公司","藥品經檢驗，案內藥品溶離度試驗結果趨近於規格下限",
"2","106年2月7日 FDA藥字第1060004208號(食藥署藥品組)","2017-02-16","〝華興〞依吉敏膜衣錠10公絲 IZYMIN F.C. TABLETS 10MG ＂H.S.＂","衛署藥製字第044250號","D502B、D803A及E402A","華興化學製藥廠股份有限公司","廠商主動通報，案內批號藥品因長期安定性試驗結果發現不純物含量超出原核准規格",
"2","106年2月23日 FDA藥字第1060006939號(食藥署藥品組)","2017-03-09","“台裕”穩利乾粉注射劑(汎克黴素) Vanlyo Powder for Injection “Tai Yu”(Vancomycin)","衛署藥製字第051533號","QK1607","台裕化學製藥廠股份有限公司","藥品經檢驗，案內批號藥品因單位劑量均一度有不適之情形",
"2","FDA風字第1011100285號函","2012-02-14","的剎美剎松注射液、福明注射液25公絲/公撮（待克菲那）、舒復靜脈注射劑（西華耑隆）","衛署藥製字第013912號、衛署藥製字第026380號、衛署藥製字第038615號","","台灣汎生製藥廠股份有限公司","產品的剎美剎松注射液及福明注射液25公絲/公撮（待克菲那）外銷用標籤仿單未向中央衛生主管機關報備，產品舒復靜脈注射劑（西華耑隆）彩盒未經中央衛生主管機關核定",
"2","FDA藥字第1005048921號函","2011-10-21","＂瑞士＂宜保利血注射液2000單位/公撮","衛署菌疫輸字第000581號","AHS4T00,AHS4V00,AHS5800","嬌生股份有限公司","",
"2","FDA藥字第1010026603號書函","2012-04-20","腦癲寧錠200公絲（卡巴氮平） Noderin Tablets 200mg（Carbamazepine）","衛署藥製字第041745號","M1801、N1288、N1289、N1290、N1291、N1C86、N1C87、N1C88、N1C89、O1320、O1322","健喬信元醫藥生技股份有限公司","部分批號留樣品溶離度試驗結果與原核准規格不符(主動全面回收仍在效期內之所有批號產品)",
"1","FDA藥字第1005034475號","2011-09-23","＂百特＂氯化鉀400mEq/L注射液、＂百特＂氯化鉀100mEq/L注射液、＂百特＂氯化鉀200mEq/L注射液","衛署藥輸字第025189號、衛署藥輸字第025191號、衛署藥輸字第025188號","","百特醫療產品股份有限公司","產品中文標籤濃度錯誤",
"第二級","FDA藥字第1011407616號函","2012-09-03","倍得舒持續性藥效膜衣錠 150 毫克 Betetrim S.R. film-coated tablets 150mg","衛署藥製字第055534號","BES001、BES002、BES003","瑞士藥廠股份有限公司","顏色異常",
"第二級","FDA風字第1011102354號函","2012-10-12","＂皇佳＂爽咳錠、＂皇佳＂痛立惠膜衣錠500毫克（每非那）、＂皇佳＂益普消600毫克膜衣錠、＂皇佳＂皇胃佳膜衣錠400毫克（希每得定）、痛克寧膜衣錠、＂歐業＂蟲必克錠（每鞭達挫）、＂歐業＂喉伴口含錠","衛署藥製字第020911號、衛署藥製字第024837號、衛署藥製字第047840號、衛署藥製字第036736號、衛署藥製字第048433號、衛署藥製字第018062號、衛署藥製字第020020號","H1H32、H1H33、H1H34；A1Y83、R2H28；A1S89、N7S23、D8S00、R2H15、R2H16；N7Y74、L3H72；U5S09、U5S10、R2H48、R2H49；KB0N45Y、KB0H06S、KB0N45S、KBOU16H；KB0Y44Y、KB0D55Y、KB0A08S、KB0A09S、KB0C30S、KB0C31S、KB0C32S、KBON42S、KBON43S、KBON44S等批號","皇佳化學製藥股份有限公司x4、捷安司國際有限公司、歐業藥品股份有限公司x2","違反藥事法規定，於食品廠進行PTP分裝",
"第二級","FDA風字第1011102398號函","2012-10-17","＂瑪科隆＂美肝寶膜衣錠、舒骨健錠7.5公絲","衛署藥製字第045736號、衛署藥製字第045994號","803046、903073、106106；804010、906053、910001、912064、003076、102051等批號","瑪科隆股份有限公司","該藥品於他廠進行PTP分裝",
"第二級","FDA風字第1011102359號函","2012-10-12","＂歐業＂蟲必克錠（每鞭達挫）、＂歐業＂喉伴口含錠","衛署藥製字第018062號、衛署藥製字第020020號","KB0Y44Y、KB0D55Y、KB0A08S、KB0A09S、KB0C30S、KB0C31S、KB0C32S、KB0N42S、KB0N43S、KB0N44S；KB0N45Y、KB0H06S、KB0N45S、KB0U16H等批號","歐業藥品股份有限公司","該藥品違反藥事法規定，於食品廠進行PTP分裝",
"第二級","FDA藥字第1011409422號函","2012-10-29","護樂黴素石臘紗布 FRAMYCIN GAUZE DRESSING","衛署藥製字第011761號","0581","生達化學製藥股份有限公司","異物混入藥品內",
"第二級","FDA藥字第1010081501號函","2012-12-17","硝基呋喃妥因錠NITROFURANTOIN TABLETS ＂Y.S.＂","衛署藥製字第003403號","JL04、JL05、A629、A630、A847、A848、AK28、AK29、B118、B119、B120、B640、B641、B886","優生製藥廠股份有限公司","檢驗規格方法變更，回收變更前製造之藥品",
"第二級","","2012-11-16","希每得錠","衛署藥製字第024710號","","世紀化學製藥股份有限公司","食品廠接受委託進行鋁箔壓包（PTP）分裝",
"第二級","","2012-11-16","益血補錠","衛署藥製字第022657號","","世紀化學製藥股份有限公司","食品廠接受委託進行鋁箔壓包（PTP）分裝",
"第二級","","2012-11-16","恩可樂膠囊","衛署藥製字第019410號","","世紀化學製藥股份有限公司","食品廠接受委託進行鋁箔壓包（PTP）分裝",
"第二級","","2012-11-16","玫若雷錠","衛署藥製字第013091號","","世紀化學製藥股份有限公司","食品廠接受委託進行鋁箔壓包（PTP）分裝",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂肝而康膠囊","衛署藥製字第029590號","有效期限2018年01月14日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂捷降錠１００毫克","衛署藥製字第029735號","有效期限2021年01月10日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","“大豐”克利淨錠４０毫克","衛署藥製字第030697號","有效期限2021年04月11日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","〝大豐〞痛熱好液","衛署藥製字第032647號","有效期限2021年03月28日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"2","FDA藥字第1005049697號函","2011-10-26","可邁丁錠5公絲","衛署藥輸字第020516號","0A64650D, 0C59597E, 0C59601D, 0C63889C","台灣必治妥貴寶股份有限公司","",
"2","FDA藥字第1005050159號函","2011-10-28","除栓素注射劑","衛署菌液輸字第000786號","","臺灣禮來股份有限公司","",
"2","FDA藥字第1000009428號函","2011-02-16","＂華興＂ 壓可平錠 5 毫克(安脈狄平)　","衛署藥製字第048833號","GA06","華興化學製藥廠股份有限公司","",
"2","FDA藥字第1001401621號","2011-03-11","克菸咀嚼錠(清涼薄荷)4毫克","衛署藥輸字第024499號","B000082919","台灣諾華股份有限公司","",
"2","FDA藥字第1005018011號函","2011-04-21","力必平持續性藥效膜衣錠8毫克","衛署藥輸字第025120號","X2802,X4167","荷商葛蘭素史克藥廠股份有限公司台灣分公司","包裝僅有英文說明書,未有中文說明書",
"2","FDA藥字第1000030283號函","2011-05-26","諾雷德持續性注射劑　","衛署藥輸字第022137號","HK-517","臺灣阿斯特捷利康股份有限公司","",
"2","FDA藥字第1000035249號函","2011-08-07","“百特”氯化鉀400mEq/L注射液","衛署藥輸字第025189號","P254136","百特醫療產品股份有限公司","分析儀器誤差可能造成測試數據誤判",
"2","FDA藥字第1005031423號函","2011-07-11","溫諾平注射液10公絲/公撮","衛署藥輸字第022215號","1P107, 2P109_A, 1P506, P507, P508","友華生技醫藥股份有限公司　","",
"2","FDA藥字第1001406522號函","2011-09-30","治泡疹乳膏 5%","衛署藥輸字第024806號","46831","富富企業股份有限公司","安瓿上之含量標示與原核定仿單、標籤標示不符",
"","FDA藥字第1000021685號函","2011-04-11","悠悠立淨黴乳膏","衛署藥製字第048458號","M104,M168,M176","尼斯可股份有限公司新莊廠","嚴重違反藥物製造工廠設廠標準第三編之相關規定",
"2","FDA藥字第1005027535號函","2011-06-17","莫尼茲靜脈注射劑2毫克/毫升","衛署藥輸字第024301號","MK9483","吉富貿易有限公司","",
"2","FDA藥字第1000059312號函","2011-09-05","生理食鹽水注射液","內衛藥製字第009997號","4RD2064","信東生技股份有限公司","內部瓶壁黏一毛髮",
"2","FDA藥字第1011400096號函","2012-01-05","＂元宙＂ 欣膚鬆乳膏","衛署藥製字第045365號","0527","元宙化學製藥股份有限公司","檢驗未合格（含量測定）",
"2","FDA藥字第1011400007號","2012-01-17","＂天良＂ 皮可復軟膏","衛署藥製字第029004號","YK4143","天良生物科技企業股份有限公司","檢驗未合格（含量測定）",
"2","FDA藥字第1011400004號函","2012-01-17","易得安濕癬乳膏","衛署藥製字第031096號","VG10060","溫士頓醫藥股份有限公司","檢驗未合格（含量測定）",
"2","FDA藥字第1011400006號函","2012-01-17","＂衛達＂可必淨乳膏","衛署藥製字第044117號","9005","衛達化學製藥股份有限公司","檢驗未合格（含量測定）",
"2","FDA藥字第1011400071號函","2012-01-17","必克黴乳膏","衛署藥製字第029876號","KD028","景德製藥股份有限公司","檢驗未合格（含量測定）",
"2","FDA藥字第1011400137號函","2012-01-20","祛膚敏乳膏＂ 溫士頓＂","衛署藥製字第043003號","CU10020","溫士頓醫藥股份有限公司","檢驗未合格（含量測定）",
"2","FDA藥字第1011400228號函","2012-01-17","優利膚乳膏","衛署藥製字第039770號","903042","順生製藥股份有限公司","檢驗未合格（含量測定）",
"2","FDA藥字第1010006209號函","2012-02-01","力沛鈣錠950公絲","衛署藥製字第046354號","LGT033","瑞士藥廠股份有限公司","異物混入藥品內",
"2","FDA藥字第1010012649號函","2012-03-07","皮復健乳膏Silver sulfadiazine Cream","衛署藥製字第016402號","SVO0731","瑞士藥廠股份有限公司","異物接觸藥品表面",
"2","FDA藥字第1015010732號函","2012-03-12","酯膽 生僉錠25公絲＂強生＂BETHANECHOL TABLETS 25MG ＂JOHNSON＂　","衛署藥製字第044254號","AAU013","強生化學製藥廠股份有限公司","外觀異常",
"2","FDA藥字第1010013691號函","2012-03-07","斯比來錠200公絲＂應元＂ SULPIRIDE TABLETS 200MG ＂Y.Y＂","衛署藥製字第035194號","2210389","應元化學製藥股份有限公司","持續安定性試驗溶離度試驗結果與原核准規格不符",
"3","FDA風字第1011100714號函","2012-04-19","＂衛達＂可必淨乳膏","衛署藥製字第044117號","009005、129112等","衛達化學製藥股份有限公司","有效期限之標示，無完整之安定性試驗書面作業資料及實驗數據以資佐證",
"2","FDA藥字第1010013911號函","2012-03-12","息喘諾錠25微克","衛署藥製字第047482號","006042","瑪科隆股份有限公司","厚度不一",
"第二級","FDA藥字第1010057903號函","2012-09-04","心達樂軟膠囊１０公絲（尼菲迪平）SIDALAT SOFT CAPSULES 10MG ＂CHINTENG＂(NIFEDIPINE)","衛署藥製字第040168號","106034、103035、105019、101037","井田製藥工業股份有限公司","溶離度試驗未符規格",
"第二級","FDA藥字第1011408027號函","2012-09-14","依瑞諾丁濃縮注射液 Irinotecan Injection Concentrate, 100 mg/ 5mL","衛署藥輸字第024617號","Y073775AA","新加坡商赫士睿股份有限公司台灣分公司","瓶頸部份有裂痕情形",
"第二級","FDA藥字第1015044857號函","2012-09-19","＂漁人＂冠尼平軟膠囊10毫克(尼非待平) AJULATE SOFT CAPSULE 10MG ＂F.M.＂ (NIFEDIPINE)","衛署藥製字第035891號","C151","漁人製藥股份有限公司","溶離度試驗結果未符規格",
"第二級","FDA藥字第1011408141號函","2012-09-19","必坦寧吸入液２．５公絲/公撮 BUTANYL INHALATION SOLUTION 2.5MG/ML (TERBUTALINE SULFATE)","衛署藥製字第043735號","32DT071","信東生技股份有限公司","顏色異常",
"第二級","FDA風字第1011102162號函","2012-10-02","＂派頓＂健膚隆親水軟膏","衛署藥製字第018322號","0371","臺灣派頓化學製藥股份有限公司","現場抽驗未合格（Betamethasone 17-valerate含量測定）",
"第二級","FDA藥字第1011408793號函","2012-10-09","葡萄糖食鹽水注射液5%/0.9% DEXTROSE AND SODIUM CHLORIDE INJECTION 5%/0.9% ＂Y.F.＂","衛署藥製字第024113號","243F43E","永豐化學工業股份有限公司","異物混入藥品內",
