標題,連結,發布日期
"[藥物食品安全週報第35期]--香港四種中藥不合格 民眾勿服用/『健康達人125』 自我照護不求人/認清美白類化粧品","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=187&chk=A52B23B0-E1A5-4A17-8077-9551A5B34306&mid=138&name=fdContent","2006-05-18"
"[藥物食品安全週報第360期] -- 牛肉萊克多巴胺「訊息清楚」、「選購安心」/ 正確使用安眠藥「健康卡好眠」/ 彩繪「護甲五部曲」","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=563&chk=605EF4A8-8A0D-4548-8BA1-97D30EB3B852&mid=138&name=fdContent","2012-08-10"
"[藥物食品安全週報第361期] -- 落實牛肉產地標示安心選購放心食用 / 杜絕不法醫材，醫療院所應主動聯繫病患回診檢查 / 萊克多巴胺與狂牛症互不相關","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=564&chk=F2041FAE-12D3-4516-90E8-23AAACB0CA18&mid=138&name=fdContent","2012-08-17"
"[藥物食品安全週報第362期] -- 確立萊克多巴胺之安全容許量 落實產地標示 / 颱風季節 注意飲食衛生安全 / 正確減重 健康瘦","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=565&chk=D820AB68-4F50-456F-9DAA-4562165C8EEA&mid=138&name=fdContent","2012-08-24"
"[藥物食品安全週報第363期] -- 使用噁心嘔吐治療藥品—ondansetron成分藥品應注意治療劑量/ 規律作息 揮別失眠","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=566&chk=FC25B22E-B627-4306-969B-32238E9D2F07&mid=138&name=fdContent","2012-08-31"
"[藥物食品安全週報第364期] -- 日本輸台食品持續嚴加把關 / 中藥也有副作用 / 使用不沾鍋避免刮傷","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=567&chk=0DAACC2B-DAF1-4433-A749-FE8FBAB5F37A&mid=138&name=fdContent","2012-09-07"
"[藥物食品安全週報第365期] -- 牛肉產地明確標安心選擇放心購/ 牛肉產地標示問與答—共通性規範篇","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=568&chk=64A3738F-46A8-45FB-BEEA-28CC34B4376F&mid=138&name=fdContent","2012-09-21"
"[藥物食品安全週報第366期] -- 牛肉標示稽查全動員/ 牛肉產地標示問與答—有容器或包裝食品篇","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=569&chk=269554EC-C6A5-4A3A-920F-61A49C8C07D9&mid=138&name=fdContent","2012-09-21"
"[藥物食品安全週報第367期] -- 中秋飲食算得精 減重不必傷腦筋 / 牛肉產地標示問與答—散裝食品篇","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=570&chk=6FE271C7-0AB6-4775-ADF2-46F20FC76867&mid=138&name=fdContent","2012-09-28"
"[藥物食品安全週報第368期] -- 正確選用美耐皿食器 / 牛肉產地標示問與答—直接供應飲食之場所篇","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=571&chk=D3580AFE-D5DB-47B0-8A38-E3757B96D5FA&mid=138&name=fdContent","2012-10-05"
"[藥物食品安全週報第369期] -- 領先日韓成PIC/S國際組織會員 / 授乳婦女及嬰幼兒應謹慎使用含可待因製劑 / 我國未進口大陸問題藥品原料","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=572&chk=365DEF6F-B59F-46DB-8F48-59947CDCE210&mid=138&name=fdContent","2012-10-12"
"[藥物食品安全週報第36期]--廣告節目化 誇大不實勿輕信/輔酵素Q10/勿信醫療床誇大療效","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=188&chk=A8D00EE2-56C6-4DAE-AC2D-CEEE63A1F44E&mid=138&name=fdContent","2006-05-25"
"[藥物食品安全週報第370期] -- 胃藥不得標示酒醉及解酒之適應症 / 健康食品認識多一分，安全保障更加分 / 老年期營養：多活動、能吃最幸福","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=573&chk=9A9FE952-ED6A-4577-B8E8-478BFF892D42&mid=138&name=fdContent","2012-10-19"
"[藥物食品安全週報第371期] --使用噴霧劑型化粧品未乾前請遠離火源 / 安眠藥的潛在危機！/ 牢記染髮「5 撇步」，安全又美麗","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=575&chk=FA4A140E-4349-419C-B234-22E4EF66DF01&mid=138&name=fdContent","2012-10-26"
"[藥物食品安全週報第372期] --含褪黑激素(melatonin)成分產品之管理原則 / 寄存臍帶血，定型化契約有範本 / 遠離心血管疾病均衡飲食多運動","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=576&chk=A9F17F8B-3C7A-4BF5-977B-19A4B3710CC0&mid=138&name=fdContent","2012-11-02"
"[藥物食品安全週報第373期] --「訂席、外燴(辦桌)服務定型化契約範本」出爐！訂席消費有保障 / 柿紅滿園 秋遊採柿趣 / 舞動青春 飲食加分 － 談青春期營養","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=577&chk=A5A08B2D-3B76-4022-89E6-0159B51E4470&mid=138&name=fdContent","2012-11-09"
"[藥物食品安全週報第374期] -- 苯(a)駢芘(Benzo(a)pyrene)安全性說分明 / 違規廣告請小心，購買之前必認清 / 衛生農政單位聯手，確保國人食米安全","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=579&chk=33A9D97C-B218-4440-97B8-8E7014670CE6&mid=138&name=fdContent","2012-11-19"
"[藥物食品安全週報第375期] -- 食品安全標準的意義 /「訂席、外燴(辦桌)服務定型化契約範本」提供多重保障","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=580&chk=EC0FD268-8AC1-47A5-AF1F-316F722282FB&mid=138&name=fdContent","2012-11-23"
"[藥物食品安全週報第376期] -- 衛生署與檢警聯手查緝違法藥商，確保民眾用藥安全 / 別讓良藥變毒藥-正確使用安眠藥物 / 濫用「笑氣」恐喪命，觸法又傷身","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=581&chk=417B18BB-1508-4303-A678-FB83D2FDDD6D&mid=138&name=fdContent","2012-11-30"
"[藥物食品安全週報第377期] -- 裝置假牙請看「三證」/ 用藥與哺乳安全 / 停止「食品中原子塵或放射能污染安全容許量標準」草案之修正程序","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=582&chk=3325762F-4DBF-418D-A6B7-946A8E4661D3&mid=138&name=fdContent","2012-12-07"
"[藥物食品安全週報第378期] -- 愷他命(K 他命)危害大 / 強化毒品檢驗能力 防範新興濫用藥物 / 使用menthol、methyl salicylate或capsaicin外用製劑可能有灼傷風險","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=583&chk=23311063-A861-4035-9FBC-74F27D31D19B&mid=138&name=fdContent","2012-12-14"
"[藥物食品安全週報第379期] -- 狂牛症解疑 / 餐廳認分級 「優」、「良」標章有保障","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=584&chk=0B380C39-4C69-435A-93F9-BDA53D49F84F&mid=138&name=fdContent","2012-12-21"
"[藥物食品安全週報第37期]--勿讓寶寶服用「金優哺螯合鈣」 /狂牛症疫區嚴格管控/包裝果汁標示知多少？","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=189&chk=B0AABD70-710C-48CC-8977-EF7F7C2D0D33&mid=138&name=fdContent","2006-06-01"
"[藥物食品安全週報第380期] -- 三十而立，「藥」向國際 / 頭好壯壯 快樂成長 － 談嬰兒期營養 / 大閘蟹輸入管理說分明","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=585&chk=D5911CF5-C0F7-4BE8-85CD-FBF24FF71ED1&mid=138&name=fdContent","2012-12-28"
"[藥物食品安全週報第381期] -- 歲末寒冬補品夯，藥食中藥嚴把關 / 拉Ｋ嗑藥 一試要你命 / 落實牛肉產地標示 安心享用牛肉產品","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=586&chk=0ED909F9-E06C-4562-862E-01DDD18D6C39&mid=138&name=fdContent","2013-01-04"
"[藥物食品安全週報第383期] -- 食品衛生管理法修法 全方位保障食品安全 / 認識過動兒的用藥--利他能(Ritalin)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=588&chk=D4C1829B-B72B-498E-AD25-C3D1C84104E1&mid=138&name=fdContent","2013-01-18"
"[藥物食品安全週報第384期] --便利商店負責調理食品人員須健檢合格 / 健康年菜食譜迎新春(二) / 專案查緝嚴防濫用「麻黃素類」成分製毒","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=589&chk=D38AD16D-FC87-49B6-8008-D210BD27F3D5&mid=138&name=fdContent","2013-01-25"
"[藥物食品安全週報第385期] -- 雙氰胺說分明 / 精挑年貨健康過節 / 春節期間「藥」準備","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=590&chk=F05EDB8C-F5BB-4331-B0C9-366FBC5853DD&mid=138&name=fdContent","2013-02-01"
"[藥物食品安全週報第386期] -- 食藥局守護藥食兩用中藥材的安全 / 健康年菜食譜迎新春(三) / 圍爐年菜謹慎選，開心平安過好年","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=591&chk=FBACA436-2B71-4F64-A674-D4BB94D2EF4B&mid=138&name=fdContent","2013-02-08"
"[藥物食品安全週報第387期] -- 年後減重方法要慎選 / 保健食品面面觀","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=592&chk=DAFD05F0-4C33-4B8A-AB24-DBED1219EF22&mid=138&name=fdContent","2013-02-08"
"[藥物食品安全週報第388期] -- 健康享元宵 / 常見醫療器材的國際通用標誌符號","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=593&chk=B5BA8EF3-0EDF-4CC0-A0D8-8CA2635CFA92&mid=138&name=fdContent","2013-02-22"
"[藥物食品安全週報第389期] -- 一時興起沾染毒品 -- 小心腦袋、膀胱健康「回不去了」/ 疼愛家人照顧自己，選用合法醫療器材 / 美耐皿類食品容器具問與答","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=594&chk=7AFDD2B6-3C5F-44C0-958E-04BBBFA1AD6B&mid=138&name=fdContent","2013-03-01"
"[藥物食品安全週報第38期]-- 慎選防曬化粧品/日本爆發麻疹疫情 經商旅遊應當心/健康小尖兵(一) 維生素C","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=190&chk=4D191F30-43AB-41D1-A589-4DF7AA04DC0E&mid=138&name=fdContent","2006-06-08"
"[藥物食品安全週報第390期] -- -- 食品廣告宣傳手法多 消費選購謹慎安心多 / 塑膠食品容器具及包裝之管理與使用","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=595&chk=1A39B5F7-3298-4868-AC6A-790EF1744D66&mid=138&name=fdContent","2013-03-08"
"[藥物食品安全週報第391期] -- -- 我國未曾核准任何燙睫毛產品 /「三氯沙」簡介 / 吸菸、酗酒潛藏危機—淺談閘門理論(Gateway Theory)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=596&chk=20A6250E-80AF-4AA4-A7F8-A2CF0820EFF3&mid=138&name=fdContent","2013-03-15"
"[藥物食品安全週報第392期] -- -- 漱口水不適合作為一般經常性使用 / 塑膠類碗、盤及碟應標示事項 / 維護血品安全 食藥局嚴格把關","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=597&chk=81C4D8FA-52A2-471A-80B8-3BC577C61898&mid=138&name=fdContent","2013-03-20"
"[藥物食品安全週報第393期] -- -- 清明掃墓 留意食品安全 / 依法嚴辦不法食品宣稱及廣告 / 食藥局確保我國免疫球蛋白製劑供應不致短缺","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=598&chk=AE00016D-24C9-4E1F-8857-3E618F6752A4&mid=138&name=fdContent","2013-03-29"
"[藥物食品安全週報第394期] -- -- 網路不得販售隱形眼鏡產品/請給予孩子正確的飲食觀念/慎選6號塑膠容器，避免盛裝高溫及高酸性食品","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=600&chk=02CAB08E-8816-4403-AAB4-C761AF082D68&mid=138&name=fdContent","2013-04-03"
"[藥物食品安全週報第395期] -- -- 餐飲分級GHP，衛生安全有保庇/隱形眼鏡保存盒也是醫療器材念/推動實驗室認證有成輸日食品免重複檢驗","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=601&chk=630693EE-ED9A-4FB6-B674-2ACD7AE19428&mid=138&name=fdContent","2013-04-12"
"[藥物食品安全週報第396期] -- -- 藥局違法販售處方藥(克流感)已觸藥事法/市售食品應依照食品衛生管理法詳實標示 /小心！新興毒品就在你身邊/紅外線耳溫槍選購使用應注意事項","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=602&chk=1FEC7C31-761F-41A4-B088-55D8C39BBAC7&mid=138&name=fdContent","2013-04-19"
"[藥物食品安全週報第397期] -- -- 我國市售食米歷年監測均符合規定 安全無虞/勃起功能障礙治療劑Sildinafil之簡介與注意事項 /H7N9流感的認識與預防","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=603&chk=EDCBDE10-36FC-4334-A030-F646A65D3DAE&mid=138&name=fdContent","2013-04-26"
"[藥物食品安全週報第398期] -- -- H7N9流感Q&A","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=604&chk=9389D1BE-A2FA-4F9F-A11B-5E9C4EC20F52&mid=138&name=fdContent","2013-05-03"
"[藥物食品安全週報第399期] -- -- Keep健康不要K掉膀胱！/認識食品中的真菌毒素/假睫毛膠禁用甲醛使用不良品恐傷身","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=605&chk=124658F3-91A2-4B9E-90FB-02E93D35DC47&mid=138&name=fdContent","2013-05-10"
"[藥物食品安全週報第39期]--慎選花生製品 以防黃麴毒素中毒/健康小尖兵（二）葉酸/堅持「五不」原則 終結誇大不實廣告","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=191&chk=BEB036CD-0295-49A1-B7B1-26C70B823A27&mid=138&name=fdContent","2006-06-15"
"[藥物食品安全週報第3期]--戴奧辛污染鴨蛋事件/『藥』清楚，才安全","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=155&chk=64F0812C-36DB-4D70-8CEC-344F4BFE74E6&mid=138&name=fdContent","2005-10-06"
"[藥物食品安全週報第400期] -- -- 台灣核准的基因改造黃豆皆通過安全審查 / 自我檢測血糖時應注意事項/感冒糖漿切勿過量飲用/藥物食品安全週報精彩發行400期","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=606&chk=26325ECF-EB17-4193-BDC7-8CC879036787&mid=138&name=fdContent","2013-05-17"
"[藥物食品安全週報第401期] -- -- 政府啟動澱粉稽查確保飲食安全 業者應使用核准之化製澱粉/認識「順丁烯二酸酐」化製澱粉/輸入藥物邊境抽查檢驗辦法正式上路","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=607&chk=72994477-B54D-44D1-9119-3BD4A82F1FF6&mid=138&name=fdContent","2013-05-24"
"[藥物食品安全週報第402期] -- -- 順丁烯二酸酐化製澱粉及其相關產品資訊e點靈 /牛樟芝含毒？衛生署說分明/研議全面加重違反食品衛生管理法之罰則/啟動0527食品安全專案計畫","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=608&chk=F54E4117-BF3F-4A3B-A355-61781564C898&mid=138&name=fdContent","2013-05-31"
"[藥物食品安全週報第403期] -- -- 食品衛生管理法通過全面修正，食品安全管理更完善/端午吃粽正確挑 安心食用保健康","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=609&chk=729F40F7-389B-4DAF-98CD-743A68B37938&mid=138&name=fdContent","2013-06-07"
"[藥物食品安全週報第404期] -- -- 食品衛生管理法修正案三讀通過 登錄制度強化管控 / 正確使用鎮靜安眠藥物","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=610&chk=8DE29C44-ED1C-4849-A1D6-F047AF725B2F&mid=138&name=fdContent","2013-06-14"
"[藥物食品安全週報第405期] -- -- 一、食品強制標示製造廠、主要內容物百分比及食品添加物全成分/二、重複性使用之塑膠類盤、碗及碟應明確標示/三、「膜」男「膜」女照過來熟記敷面五部曲","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=611&chk=1E7045F0-8305-4FAD-BE2E-8D8DCFD65C0B&mid=138&name=fdContent","2013-06-21"
"[藥物食品安全週報第407期] -- -- 一、加重違規食品廣告罰則，保障消費者權益/二、食品用基因改造黃豆須經食藥局審查通過/三、毒品危害大 切莫輕忽","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=613&chk=6BABFFCC-987C-4611-968C-3ADD8478E67F&mid=138&name=fdContent","2013-07-05"
"[藥物食品安全週報第408期] -- -- 一、「三分策略」、強制登錄、產銷追溯，落實食品添加物管理、二、藥粧店需由藥師親自駐店管理 、三、打破減重陷阱","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=614&chk=8D6076E9-CED3-4CA1-A807-59B1531CA2ED&mid=138&name=fdContent","2013-07-12"
"[藥物食品安全週報第40期]--飼料酵母健素糖全面下架回收/香港不合格追風透骨丸/保險套及驗孕筆/健康小尖兵(三)維生素D","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=192&chk=D60FFAC9-B699-49D1-97A0-F158A1FE74F1&mid=138&name=fdContent","2006-06-22"
"[藥物食品安全週報第412期] -- -- 一、PIC/S入會五大效益持續發酵，台灣製藥有保障 、二、夏日吃冰的健康守則、三、政府產業民眾三方聯手 食品安全再升級","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=622&chk=3ABA684A-469C-45E0-A8BB-9B941A2D8362&mid=138&name=fdContent","2013-08-14"
"[藥物食品安全週報第413期] -- -- 一、「反毒教育資源中心」揭牌成立 二、醫療器材優良製造規範 三、購買現煮咖啡，認清紅黃綠標示","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=623&chk=D2657D5C-E768-4E10-8C32-BA5FA21A6C41&mid=138&name=fdContent","2013-08-16"
"[藥物食品安全週報第414期--新新聞周刊「藥命的危機」報導之導正一、TFDA把關 製藥品質保證 二、TFDA兼顧智慧財產權保護及國內產業發展 三、TFDA對製劑、原料藥與賦形劑皆嚴格管理 四、TFDA對於上市後學名藥之品質管理與療效監控]","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=624&chk=7F536A9C-44BD-4503-9D4E-7BFF9BDD75B3&mid=138&name=fdContent","2013-08-23"
"[藥物食品安全週報第415期]--一、臍帶血保存契約仔細看清楚 安心沒煩惱二、邁向無毒家園─優質化的家庭社區藥物濫用防制 三、志工齊心 食在安心","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=625&chk=AB634DE3-AF19-4DF3-BF0E-E5CB10C5C0D3&mid=138&name=fdContent","2013-08-30"
"[藥物食品安全週報第416期]-- 一、均衡飲食 多元攝食含碘食物 二、拒絕包裝與來路不明的果凍 三、TFDA嚴格管控化粧品之安全","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=626&chk=328C55B5-3230-4063-ADC3-75F400427465&mid=138&name=fdContent","2013-09-06"
"[藥物食品安全週報第417期]--一、正確選用彩色隱形眼鏡，視界更美好二、淹水後要加強注意飲水衛生與食材保存 三、月夜真健康 正確烤肉趣","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=627&chk=772BAF76-2AFE-41E4-8E8B-F1887F96AB25&mid=138&name=fdContent","2013-09-14"
"[藥物食品安全週報第419期]--一、反毒暨鎮靜安眠藥正確使用」創意海報開徵 二、化粧品停止使用杜鵑醇(Rhododendrol)成分 三、食品違規廣告「一行為一罰」，罰鍰「總金額」不以20萬元為上限 四、「中華民國廚師證書資訊管理系統」介紹","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=629&chk=07CC5B80-FFB5-4584-8CB1-FE19F27AB36A&mid=138&name=fdContent","2013-09-27"
"[藥物食品安全週報第41期]--香港不合格藥品Qualicana與複方消屑靈Ⅰ勿購服/夏日慎防食品中毒/健康小尖兵(四)維生素A","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=193&chk=51CC5560-A2B2-42F2-9710-63696399AA21&mid=138&name=fdContent","2006-06-29"
