產地,主旨,原因,進口商名稱,進口商地址,貨品分類號列,不合格原因暨檢出量詳細說明,法規限量標準,製造廠或出口商名稱,製造商代碼,牌名,重量,處置情形,發布日期,報驗受理日期,附圖
"日本","CAFÉ LATORY蘋果牛奶6入(4901111310544 ＂AGF＂ CAFE LATORY APPLE MILK TEA 6P)","殘留農藥含量不符規定","逢國企業有限公司","臺北市內湖區康寧路三段56巷1號10樓之3","2101.20.00.00.0","檢出殘留農藥賽速安0.2 ppm","依據「農藥殘留容許量標準」，案內產品成分含紅茶占總比例10% (容許量1.0 ppm)及蘋果果汁粉占總比例6.5% (容許量0.2 ppm)，推算總容許量為0.1 ppm (0.1×1.0+0.065×0.2=0.113 ppm)，本案不符合食品安全衛生管理法第15條規定。","AGF鈴鹿株式會社TI","神奈川","AGF","43.20","案內不符合商品依規定退運或銷毀。","2016-11-08","2016-09-22","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5720&type=unsafefood"
"美國","KRAFT VELVEETA乾酪抹醬453G(300343770 KRAFT VELVEETA CHEESE SPREAD)","防腐劑含量不符規定","遠東都會股份有限公司","臺北市大安區仁愛路四段64號7樓","0406.90.00.00.1","檢出防腐劑己二烯酸2.1 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，防腐劑用量以己二烯酸計為2.0 g/kg以下，本案不符合食品安全衛生管理法第18條規定。","KRAFT FOODS GLOBAL, INC","","NO BRAND","5.44","案內不符合商品依規定退運或銷毀。","2016-11-08","2016-09-26","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5721&type=unsafefood"
"西班牙","新鮮蒜頭(SPANISH APRING WHITE GARLIC 45/50MM CLASS II (FRESH GARLIC))","殘留農藥含量不符規定","俊欣實業股份有限公司","彰化縣伸港鄉七嘉村七嘉路70號","0703.20.90.00.7","檢出殘留農藥陶斯松0.10 ppm","依據「農藥殘留容許量標準」，農藥陶斯松定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","NIEBO FRUIT S.L.","","NIEBO","24,000.00","案內不符合商品依規定退運或銷毀。","2016-11-08","2016-09-29","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5722&type=unsafefood"
"美國","新鮮洋蔥(FRESH YELLOW ONIONS (新鮮洋蔥)(食品用) 批號: 16092701)","殘留農藥含量不符規定","典記貿易有限公司","台北巿復興北路201號9樓","0703.10.10.00.6","檢出殘留農藥大克爛0.04 ppm","依據「農藥殘留容許量標準」，農藥大克爛定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","FRESH GIANT INT’L, INC.","","CLEAR NIGHT, SAVORS","23,677.92","案內不符合商品依規定退運或銷毀。","2016-11-15","2016-10-13","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5731&type=unsafefood"
"英國","檸檬生薑茶(LEMON & GINGER 15S)","防腐劑含量不符規定","新絲路知識貿易有限公司","臺中市西屯區惠來里河南路四段79號3樓","2106.90.99.90.3","檢出防腐劑水楊酸0.08 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，水楊酸非表列准用之食品添加物，本案不符合食品安全衛生管理法第18條規定。","TEAPIGS LIMITED","","","3.38","案內不符合商品依規定退運或銷毀。","2016-11-15","2016-10-14","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5732&type=unsafefood"
"日本","柑(SATSUMA MANDARIN)","殘留農藥含量不符規定","尚農實業有限公司","新北市中和區景平路722號11樓","0805.20.10.10.9","檢出殘留農藥達特南0.07 ppm、矽護芬0.03 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","KYUSHU AGRICULTURAL PRODUCTS TRADING CO.,LTD.","福岡","KYUSHU AGRICULTURAL PRODUCTS T","10.00","案內不符合商品依規定退運或銷毀。","2016-11-15","2016-10-14","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5733&type=unsafefood"
"泰國","綠蘆筍(GREEN ASPARAGUS, FRESH)","殘留農藥含量不符規定","雄威國際有限公司","新北市板橋區國泰街39巷5弄5號","0709.20.00.20.6","檢出殘留農藥克凡派0.02 ppm","依據「農藥殘留容許量標準」，農藥克凡派定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","KAOLEE ENTERPRISE COMPANY LIMITED","THBKK","KAOLEE ENTERPRISE COMPANY LIMI","398.00","案內不符合商品依規定退運或銷毀。","2016-11-15","2016-10-15","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5734&type=unsafefood"
"美國","新鮮洋蔥(FRESH ONIONS (WHITE) (新鮮洋蔥)(食品用) 批號:12-25787)","重金屬含量不符規定","閎牙貿易有限公司","高雄市三民區中原街122之2號","0703.10.10.00.6","檢出重金屬鎘0.10 ppm","依據「蔬果植物類重金屬限量標準」，鎘限量為0.05 ppm以下，本案不符合食品安全衛生管理法第17條規定。","JASPO INC.","","SUNSET","3,946.32","案內不符合商品依規定退運或銷毀。","2016-11-15","2016-10-18","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5735&type=unsafefood"
"日本","鮮哈密瓜(FRESH MELON)","殘留農藥含量不符規定","上佳水果有限公司","臺北市萬華區國興路84號6樓之1","0807.19.90.00.5","檢出殘留農藥依普同0.18 ppm","依據「農藥殘留容許量標準」，農藥依普同定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","NISSYOU CO., LTD.","高知","NISSYOU CO., LTD.","16.00","案內不符合商品依規定退運或銷毀。","2016-11-15","2016-10-22","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5736&type=unsafefood"
"越南","鮮豌豆莢(FRESH PEA (POD))","殘留農藥含量不符規定","友泉國際貿易有限公司","高雄市仁武區名湖街128巷2號2樓","0708.10.00.00.3","檢出殘留農藥達克利0.10 ppm、賽福座0.03 ppm","依據「農藥殘留容許量標準」，農藥達克利為不得檢出、賽福座定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","20-10 QUYET TIEN VEGETABLE,FLOWER COOPERATIVE","","","9,436.00","案內不符合商品依規定退運或銷毀。","2016-11-15","2016-10-17","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5744&type=unsafefood"
"日本","鮮奇異果(FRESH KIWIFRUIT)","殘留農藥含量不符規定","亨立國際有限公司","高雄市鳳山區凱旋路285之3號5樓","0810.50.00.00.9","檢出殘留農藥達特南0.04 ppm、扶吉胺0.02 ppm、褔化利0.02 ppm及克收欣0.41 ppm","依據「農藥殘留容許量標準」，農藥達特南及扶吉胺均為不得檢出、褔化利及克收欣定量極限均為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","KOBE YOKO LTD.","福岡","","8.00","案內不符合商品依規定退運或銷毀。","2016-11-15","2016-10-18","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5745&type=unsafefood"
"泰國","剝殼椰子(FRESH COCONUT)","殘留農藥含量不符規定","群澤有限公司","新北市三重區成功路51號6樓之1","9812.00.00.20.6","檢出殘留農藥亞托敏0.02 ppm","依據「農藥殘留容許量標準」，農藥亞托敏定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","PASSAPORN CO., LTD.","","","21,803.00","案內不符合商品依規定退運或銷毀。","2016-11-15","2016-10-18","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5746&type=unsafefood"
"美國","芥藍(KALE)","殘留農藥含量不符規定","佳藍園藝工程有限公司","台北巿南京西路362號1樓","0704.20.00.00.5","檢出殘留農藥賽福座0.06 ppm","依據「農藥殘留容許量標準」，農藥賽福座定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","CANAAN USA","","CANAAN USA","45.00","案內不符合商品依規定退運或銷毀。","2016-11-15","2016-10-19","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5747&type=unsafefood"
"紐西蘭","鮮草莓(FRESH STRAWBERRIES)","殘留農藥含量不符規定","晶采菓有限公司","臺北市萬華區武成街101巷15號","0810.10.00.00.8","檢出殘留農藥阿巴汀0.03 ppm、納乃得2.1 ppm","依據「農藥殘留容許量標準」，農藥阿巴汀容許量為0.02 ppm、納乃得容許量為2.0 ppm，本案不符合食品安全衛生管理法第15條規定。","VF DIRECT(NZ)LTD","","VF DIRECT(NZ)LTD","980.64","案內不符合商品依規定退運或銷毀。","2017-01-10","2016-12-11","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5947&type=unsafefood"
"日本","白菜(FRESH CHINESE CABBAGE)","殘留農藥含量不符規定","華日國際行銷有限公司","臺北市松山區復興北路179號11樓之4","0704.90.10.00.8","檢出殘留農藥安美速0.02 ppm、白克列0.04 ppm及氟尼胺0.02 ppm","依據「農藥殘留容許量標準」，農藥安美速為不得檢出、白克列及氟尼胺定量極限均為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","SAGA CITY TOURISM ASSOCIATION","佐賀","","67.00","案內不符合商品依規定退運或銷毀。","2017-01-17","2016-12-08","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5948&type=unsafefood"
"奧地利","南瓜籽油(PUMPKIN SEED OIL)","重金屬含量不符規定","和司特股份有限公司","臺中市西屯區中工二路192號14樓","1515.90.90.90.9","檢出重金屬銅0.6 ppm","依據「食用油脂類衛生標準」，銅最大容許量為0.4 ppm以下，本案不符合食品安全衛生管理法第17條規定。","SEMONA GMBH","","SEMONA GMBH","460.00","案內不符合商品依規定退運或銷毀。","2017-01-17","2016-12-14","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5949&type=unsafefood"
"巴基斯坦","小茴香子(CUMIN SEED)","殘留農藥含量不符規定","諾曼地國際有限公司","新北市板橋區文化路二段476號、476號2樓","0909.31.00.00.5","檢出殘留農藥三賽唑0.32 ppm、愛殺松0.06 ppm、芬普尼0.004 ppm、亞滅培0.38 ppm、貝芬替0.43 ppm、可尼丁0.06 ppm、菲克利0.19 ppm、益達胺0.08 ppm、佈飛松0.83 ppm、賽速安0.09 ppm、待克利0.07 ppm、克收欣0.07 ppm、得克利0.21 ppm及三落松0.06 ppm","依據「農藥殘留容許量標準」，農藥三賽唑及愛殺松為不得檢出；芬普尼定量極限為0.002 ppm；亞滅培、貝芬替、可尼丁、菲克利、益達胺、佈飛松、賽速安、待克利、克收欣、得克利及三落松定量極限均為0.05 ppm，本案不符合食品安全衛生管理法第15條規定。","NATIONAL FOODS LIMITED","","NATIONAL","100.00","案內不符合商品依規定退運或銷毀。","2017-02-08","2016-12-20","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=6015&type=unsafefood"
"伊朗","茵陳蒿(TARRAGON LEAVES FRENCH TYPE RUBBED 4MM)","殘留農藥含量不符規定","天崧企業有限公司","台北市內湖區東湖路9號3樓","1211.90.91.92.3","檢出殘留農藥p,p’-DDE 0.02 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","KRAUTER MIX GMBH","","KRAUTER MIX","304.00","案內不符合商品依規定退運或銷毀。","2017-02-08","2016-12-20","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=6016&type=unsafefood"
"泰國","乾綠豆仁(DRIED SPLIT MUNG BEANS)","殘留農藥含量不符規定","慶榮穀物股份有限公司","桃園市中壢區山東路157巷46號","0713.31.10.00.9","檢出殘留農藥賽滅寧0.06 ppm","依據「農藥殘留容許量標準」，農藥賽滅寧容許量為0.05 ppm，本案不符合食品安全衛生管理法第15條規定。","SERM WIN INDUSTRY CO., LTD.","","","21,564.00","案內不符合商品依規定退運或銷毀。","2017-01-03","2016-12-06","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5925&type=unsafefood"
"印度","印度廚房珍品牌香辣粉(KITCHEN TREASURES KASMIRI CHILLI POWDER)","殘留農藥含量不符規定","多益有限公司","新北市蘆洲區中山一路120巷18號1樓","0904.22.00.00.1","檢出殘留農藥大克蟎及其代謝物0.08 ppm、芬普尼0.003 ppm","依據「農藥殘留容許量標準」，農藥大克蟎及其代謝物為不得檢出、芬普尼定量極限為0.002 ppm，本案不符合食品安全衛生管理法第15條規定。","SYNTHITE INDUSTRIES LTD.","","KITCHEN","80.00","案內不符合商品依規定退運或銷毀。","2017-01-10","2016-12-01","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5926&type=unsafefood"
"印度","印度廚房珍品牌香辣粉(KITCHEN TREASURES CHILLI POWDER)","殘留農藥含量不符規定","多益有限公司","新北市蘆洲區中山一路120巷18號1樓","0904.22.00.00.1","檢出殘留農藥大克蟎及其代謝物0.06 ppm、芬普尼0.007 ppm","依據「農藥殘留容許量標準」，農藥大克蟎及其代謝物為不得檢出、芬普尼定量極限為0.002 ppm，本案不符合食品安全衛生管理法第15條規定。","SYNTHITE INDUSTRIES LTD.","","KITCHEN","80.00","案內不符合商品依規定退運或銷毀。","2017-01-10","2016-12-01","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5927&type=unsafefood"
"美國","鮮洋蔥(FRESH ONIONS)","重金屬含量不符規定","閎牙貿易有限公司","高雄市三民區中原街122之2號","0703.10.10.00.6","檢出重金屬鎘0.08 ppm","依據「蔬果植物類重金屬限量標準」，鎘限量為0.05 ppm以下，本案不符合食品安全衛生管理法第17條規定。","KIBUN FOODS (U.S.A.),INC.","USEEP","SAVORS","1,315.00","案內不符合商品依規定退運或銷毀。","2017-01-10","2016-12-07","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5928&type=unsafefood"
"美國","鮮洋蔥(FRESH ONIONS)","重金屬含量不符規定","閎牙貿易有限公司","高雄市三民區中原街122之2號","0703.10.10.00.6","檢出重金屬鎘0.06 ppm","依據「蔬果植物類重金屬限量標準」，鎘限量為0.05 ppm以下，本案不符合食品安全衛生管理法第17條規定。","KIBUN FOODS (U.S.A.),INC.","USEEP","EASTERDAY","24,131.00","案內不符合商品依規定退運或銷毀。","2017-01-10","2016-12-08","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5929&type=unsafefood"
"智利","鮮藍莓(FRESH BLUEBERRIES)","殘留農藥含量不符規定","信成行國際股份有限公司","臺中市西屯區臺灣大道三段660號18樓之5","0810.40.10.00.0","檢出殘留農藥得克利0.10 ppm","依據「農藥殘留容許量標準」，農藥得克利定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","EXPORTADORA FRUIT GROWERS CHILE S.A.","CLSCL","EXPORTADORA FRUIT GROWERS CHILE S.A.","1,012.50","案內不符合商品依規定退運或銷毀。","2017-01-10","2016-12-09","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5930&type=unsafefood"
"中國大陸","矽膠水杯(透明翻蓋)(SILICONE WATER BOTTLES (供食品用途) ZR-K010 650ML BLUE)","其它衛生項目不符規定(其他衛生項目不符規定)","大錸企業股份有限公司","臺中市西屯區港尾里中康二街18號","3924.90.00.30-2","產品杯蓋耐熱測試結果有異狀(明顯變形)","與提供報驗之「耐熱溫度」不符，本案不符合食品安全衛生管理法第28條規定。","ZHEJIANG ZHAORI SILICONE TECHNOLOGY CO., LTD.","","SILBO","105.00","案內不符合商品依規定退運或銷毀。","2017-01-10","2016-12-09","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5931&type=unsafefood"
"印尼","調味露(BK017 KECAP ASIN NO 1 CAP TIGA SETIA KAWAN CU TUNG HIN)","甜味劑含量不符規定","廷立實業有限公司","高雄市前鎮區瑞忠街42號2樓","2103.90.90.90.5","檢出甜味劑糖精0.04 g/kg(以saccharin計)與環己基(代)磺醯胺酸0.41 g/kg(以cyclamate計)","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非表列准用之食品範圍，本案不符合食品安全衛生管理法第18條規定。","CU TUNG HIN","","TIGA SETIA KAWAN","780.00","案內不符合商品依規定退運或銷毀。","2017-01-10","2016-12-12","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5932&type=unsafefood"
"美國","純玉米粒(50 LB RAW CORN-TESTED(50LBS))","殘留農藥含量不符規定","台灣妙谷有限公司","臺北市信義區信義路五段8號14樓","1005.90.00.92.3","檢出殘留農藥第滅寧0.29 ppm","依據「農藥殘留容許量標準」，農藥第滅寧容許量為0.05 ppm，本案不符合食品安全衛生管理法第15條規定。","RAMSEY POPCORN COMPANY,INC","","","7,619.05","案內不符合商品依規定退運或銷毀。","2017-02-08","2016-12-21","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=6017&type=unsafefood"
"日本","新鮮百合(FRESH LILY BULB)","其它衛生項目不符規定(殘留農藥與重金屬含量不符規定)","長青物流有限公司","雲林縣西螺鎮新安里市場北路250號","0709.99.90.90.8","(1)檢出殘留農藥扶吉胺0.04 ppm(2)檢出重金屬鎘0.22 ppm","(1)本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。(2)依據「蔬果植物類重金屬限量標準」，鎘限量為0.05 ppm以下，本案不符合食品安全衛生管理法第17條規定。","SUN-SUN SERVICE CO.,LTD.","北海道","","4,220.00","案內不符合商品依規定退運或銷毀。","2017-01-03","2016-12-08","https://consumer.fda.gov.tw/DownloadMethod/ashx/showImage.ashx?id=5913&type=unsafefood"
