製劑別,申請廠商,製劑名稱,製造批號,有效期限,包裝,封緘數量,封緘劑量,封緘日期,備註
"血液製劑類","台灣綠十字股份有限公司","＂基立福＂乾燥抗血友病第八因子注射劑250國際單位","B2AA27B7C1","04 19 2014 12:00AM","250 IU/瓶/盒","250 IU/瓶/盒 × 2,472盒","2472","09 7 2012 12:00AM",""
"血液製劑類","泛泰醫療產品有限公司","＂百特＂25%人體正常血清白蛋白注射劑","LA12E053AA","04 22 2014 12:00AM","50 mL/瓶","50 mL/瓶 × 16,996瓶","16996","09 6 2012 12:00AM","AG956096,AG960224破損;補AH153312,AH153313共2張"
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","＂輪達停＂口服活性五價輪狀病毒疫苗","H012033, 0673709","03 4 2014 12:00AM","1劑/2 mL/軟管 × 10軟管/盒","1劑/2 mL/軟管 × 10軟管/盒 × 3,981盒","39810","09 20 2012 12:00AM",""
"血液製劑類","泛泰醫療產品有限公司","＂百特＂威保500U抗抑制子凝血複合物","VNF2M011","02 28 2014 12:00AM","500 U/瓶/盒","500 U/瓶/盒 × 1,688盒","1688","09 19 2012 12:00AM","封條號碼AH154754及AH154136共2張損毀，補發AG999967及AG999968"
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAE1203","04 30 2013 12:00AM","1劑/0.25 mL/支 × 20支/盒","1劑/0.25 mL/支 × 20支/盒 × 1,750盒；10支/盒 × 1盒","35010","09 24 2012 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAE1202","04 30 2013 12:00AM","1劑/0.25 mL/支 × 20支/盒","1劑/0.25 mL/支 × 20支/盒 × 1,606盒；11支/盒 × 1盒","32131","09 24 2012 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAE1201","04 30 2013 12:00AM","1劑/0.25 mL/支 × 20支/盒","1劑/0.25 mL/支 × 20支/盒 × 1,721盒；14支/盒 × 1盒","34434","09 24 2012 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1201","07 31 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 3,130盒 ; 6支/盒 × 1盒","62606","09 24 2012 12:00AM",""
"血液製劑類","吉發企業股份有限公司","第九凝血因子複合注射劑 250/500","55170111C","04 30 2015 12:00AM","500 IU/瓶/盒","500 IU/瓶/盒 × 1,465盒","1465","10 17 2012 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","122823","05 31 2013 12:00AM","1劑/0.5 mL/支/盒 × 50盒/中盒","1劑/0.5 mL/支/盒 × 50盒/中盒 × 1,656中盒；1劑/0.5 mL/支/盒 × 12盒","82812","09 25 2012 12:00AM",""
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","122804","05 31 2013 12:00AM","1劑/0.5 mL/支/盒 × 50盒/中盒","1劑/0.5 mL/支/盒 × 50盒/中盒 × 1,671中盒；1劑/0.5 mL/支/盒 × 5盒","83555","09 25 2012 12:00AM",""
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","巴斯德傷寒疫苗","J0036-1, J0036","12 31 2014 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 500盒","500","09 5 2012 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","嘉喜〔四價人類乳突病毒(第6,11,16,18型)基因重組疫苗〕","HO13445, 0489AE","03 14 2015 12:00AM","1劑/0.5 mL/支 × 10支/盒","1劑/0.5 mL/支 × 10支/盒 × 4,990盒","49900","09 28 2012 12:00AM",""
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","巴斯德流感疫苗","J0249-2, J0249","05 31 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,409盒；10支/盒 × 1盒","108190","09 21 2012 12:00AM",""
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","巴斯德流感疫苗","J0256-2, J0256","05 31 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 6,397盒；10支/盒 × 1盒","127950","09 21 2012 12:00AM","缺損：AG986884、AG991936"
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1202","07 31 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 4,219盒；15支/盒 × 1盒","84395","09 24 2012 12:00AM","AH279424,AH281332,AH281706 3張損壞"
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1203","07 31 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 4,089盒；4支/盒 × 1盒","81784","09 24 2012 12:00AM","AH278070,AH278295,AH278435,AH278496 4張損毀"
"其他生物藥品類","台灣愛力根藥品股份有限公司","＂愛力根＂保妥適乾粉注射劑","C3096 C3","03 18 2015 12:00AM","100 units/瓶/盒","100 units/瓶/盒 ×14,991盒","14991","10 2 2012 12:00AM",""
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","巴斯德流感疫苗","J7150-1, J7150","05 31 2012 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 9,951盒；10支/盒 × 1盒","199030","09 21 2012 12:00AM","缺損：AH242230"
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","巴斯德流感疫苗","J7151-1, J7151","05 31 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 10,723盒；10支/盒 × 1盒","214470","09 21 2012 12:00AM","缺損：AH253613"
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1204","07 31 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,118盒；14支/盒 × 1盒","102374","09 24 2012 12:00AM","AG997332,AG997461 2張損壞"
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","122901","06 30 2013 12:00AM","1劑/0.5 mL/支/盒 × 50盒/中盒","1劑/0.5 mL/支/盒 × 50盒/中盒 × 836中盒；1劑/0.5 mL/支/盒 × 44,500盒","86300","09 25 2012 12:00AM","AH311570毀損"
"疫苗及類毒素類","台灣諾華股份有限公司","服樂維靈流感疫苗","122805","05 31 2013 12:00AM","1劑/0.5 mL/支/盒 × 50盒/中盒","1劑/0.5 mL/支/盒 × 50盒/中盒 × 1,836中盒；1劑/0.5 mL/支/盒 × 19盒","91819","09 26 2012 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","紐蒙肺多價性肺炎鏈球菌疫苗","T2586, 0291AE/0673695","01 25 2014 12:00AM","1劑/0.5 mL/瓶 × 10瓶/盒","1劑/0.5 mL/瓶 × 10瓶/盒 × 1,482盒","14820","10 3 2012 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1205","07 31 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 4,991盒；5支/盒 × 1盒","99825","09 24 2012 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1206","07 31 1923 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,072盒；17支/盒 × 1盒","101457","09 24 2012 12:00AM","AH271551,AH274018 2張損壞"
"血液製劑類","天行貿易股份有限公司","白蛋白注射劑","26NL7T1","06 23 2015 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 22,040盒","22040","09 28 2012 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","美瑞克","AVARB448AA, AVARB448A","04 30 2014 12:00AM","1劑/瓶 × 100瓶/盒","1劑/瓶 × 100瓶/盒 × 989盒；40瓶/盒 × 1盒","98940","11 22 2012 12:00AM",""
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","巴斯德流感疫苗","J7153-8, J7153","06 30 2013 12:00AM","1劑/0.25 mL/支/盒 × 50盒/中盒","1劑/0.25 mL/支/盒 × 50盒/中盒 × 330中盒；1劑/0.25 mL/支/盒 × 10盒","16510","09 19 2012 12:00AM",""
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","巴斯德流感疫苗","J7154-3, J7154","06 30 2013 12:00AM","1劑/0.25 mL/支/盒 × 50盒/中盒","1劑/0.25 mL/支/盒 × 50盒/中盒 × 2,266中盒；1劑/0.25 mL/支/盒 × 30盒","113330","09 19 2012 12:00AM",""
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","巴斯德流感疫苗","J7144-2, J7144","05 31 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 2,490盒;10支/盒 × 1盒","49810","09 27 2012 12:00AM","損壞2張：AH356430、AH356801"
"疫苗及類毒素類","賽諾菲安萬特股份有限公司","巴斯德流感疫苗","J7164-5, J7164","06 30 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 4,540盒 ; 10支/盒 × 1盒","90810","09 27 2012 12:00AM","損壞1張：AH359706"
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1208","07 31 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,369盒; 4支/盒 × 1盒","107384","09 25 2012 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1207","07 31 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,053盒; 17支/盒 × 1盒","101077","09 25 2012 12:00AM","AH340263,AH341587及AH341689共計3張毀損,補發AG999986-AG999988共3張."
"其他生物藥品類","海喬國際股份有限公司","儷緻注射劑","E10030","03 28 2014 12:00AM","500 units/瓶/盒","500 units/瓶/盒 × 4,968盒","4968","09 28 2012 12:00AM",""
"疫苗及類毒素類","國光生物科技股份有限公司","＂安定伏＂裂解型流感疫苗","FKAA1209","07 31 2013 12:00AM","1劑/0.5 mL/支 × 20支/盒","1劑/0.5 mL/支 × 20支/盒 × 5,161盒；6支/盒 × 1盒","103226","09 27 2012 12:00AM",""
"血液製劑類","天行貿易股份有限公司","破傷風預防注射劑 250 Units","26NL3V1","05 1 2015 12:00AM","250 U/支/盒","250 U/支/盒 × 180盒","180","09 20 2012 12:00AM",""
"血液製劑類","天行貿易股份有限公司","B型肝炎免疫人血球蛋白注射液","26NJRV1","01 17 2014 12:00AM","5 mL/瓶/盒","5 mL/瓶/盒 × 988盒","988","10 3 2012 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","安在時B型肝炎疫苗","AHBVC498AB, AHBVC498A","09 30 2017 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 22,370盒；8瓶/盒 × 1盒","223708","08 6 2015 12:00AM","破損AH858197，補發AI052784"
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","＂唯德＂不活化A型肝炎疫苗","L016877, 0000387818/0000459211","04 29 2017 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 73盒；8瓶/盒 × 1盒","738","07 29 2015 12:00AM",""
"血液製劑類","天行貿易股份有限公司","白蛋白注射劑","A1NF500241","04 3 2018 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 22,506盒","22506","07 3 2015 12:00AM",""
"血液製劑類","天行貿易股份有限公司","白蛋白注射劑","A1NF500261","04 12 2018 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 22,352盒","22352","07 3 2015 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","紐蒙肺多價性肺炎鏈球菌疫苗","L016847, 0000458139","01 23 2017 12:00AM","1劑/0.5 mL/瓶 × 10瓶/盒","1劑/0.5 mL/瓶 × 10瓶/盒 × 478盒","4780","07 29 2015 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","巴斯德小兒麻痺注射疫苗","L0016-1, L0016","","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 33,784盒","33784","08 24 2015 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","巴斯德 b 型嗜血桿菌接合疫苗","L1114-1, L1114","02 28 2017 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 29,820盒","29820","07 28 2015 12:00AM",""
"其他生物藥品類","台灣愛力根藥品股份有限公司","＂愛力根＂保妥適乾粉注射劑","C3825 C2","02 28 2018 12:00AM","50 units/瓶/盒","50 units/瓶/盒 × 4,491盒","4491","07 21 2015 12:00AM",""
"其他生物藥品類","台灣愛力根藥品股份有限公司","＂愛力根＂保妥適乾粉注射劑","C3812 C3","01 31 2018 12:00AM","100 units/瓶/盒","100 units/瓶/盒 × 7,000盒","7000","07 21 2015 12:00AM",""
"血液製劑類","天行貿易股份有限公司","白蛋白注射劑","A1NF500281","04 24 2018 12:00AM","50 mL/瓶/盒","50 mL /瓶 /盒 × 21,839盒","21839","07 3 2015 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","＂唯德＂不活化A型肝炎疫苗","L020287, 0000469215/0000408480","07 8 2017 12:00AM","1劑/0.5 mL/瓶 × 10瓶/盒","1劑/0.5 mL/瓶 × 10瓶/盒 × 1,590盒；5瓶/盒 × 1盒","15905","07 21 2015 12:00AM",""
"血液製劑類","科懋生物科技股份有限公司","血基賞濃縮輸注液 25毫克/毫升","41053","10 31 2016 12:00AM","10 mL/瓶 × 4瓶/盒","10 mL/瓶 × 4瓶/盒 × 79盒；2瓶/盒 × 1盒","318","07 17 2015 12:00AM",""
"血液製劑類","百達醫療產品股份有限公司","＂百特＂組織修復凝合劑(第二代)","VND3P054","11 30 2016 12:00AM","1 mL/支 × 2支/組/盒","1 mL/支 × 2支/組/盒 × 1,816盒","1816","07 23 2015 12:00AM",""
"血液製劑類","百達醫療產品股份有限公司","＂百特＂組織修復凝合劑(第二代)","VND3P053","11 30 2016 12:00AM","2 mL/支 × 2支/組/盒","2 mL/支 × 2支/組/盒 × 1,238盒","1238","07 23 2015 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","白喉破傷風非細胞性百日咳、b型嗜血桿菌與不活化小兒麻痺混合疫苗(Pentaxim)","M4001-1, L7399/L5401","07 31 2017 12:00AM","1劑/盒","1劑/盒 × 49,820盒","49820","07 22 2015 12:00AM",""
"血液製劑類","禾利行股份有限公司","＂百合＂人白蛋白20%","B234525","03 31 2018 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 9,970盒","9970","07 7 2015 12:00AM",""
"血液製劑類","禾利行股份有限公司","＂百合＂人白蛋白20%","B234505","03 31 2018 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 9,938盒","9938","07 7 2015 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","保蓓人類乳突病毒第16/18型疫苗","AHPVA286AO, AHPVA286A","03 31 2018 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 27,720盒","27720","08 3 2015 12:00AM",""
"血液製劑類","台灣綠十字股份有限公司","艾爾補定注射液25%","B1NE5Y8001","03 12 2018 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 9,028盒","9028","07 16 2015 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","白喉破傷風非細胞性百日咳、b型嗜血桿菌與不活化小兒麻痺混合疫苗","M4033-1, L7386/L5426","06 30 2017 12:00AM","1劑/盒","1劑/盒 × 66,690盒","66690","08 3 2015 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","羅特律輪狀病毒疫苗口服懸液劑","AROLB275AC, AROLB275A","08 31 2017 12:00AM","1劑/1.5 mL/支/盒","1劑/1.5 mL/支/盒 × 7,720盒","7720","08 26 2015 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","羅特律輪狀病毒疫苗口服懸液劑","AROLB292AB, AROLB292A","09 30 2017 12:00AM","1劑/1.5 mL/支/盒","1劑/1.5 mL/支/盒 × 12,460盒","12460","08 6 2015 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","紐蒙肺多價性肺炎鏈球菌疫苗","L020440, 0000460021","01 29 2017 12:00AM","1劑/0.5 mL/瓶 × 10瓶/盒","1劑/0.5 mL/瓶 × 10瓶/盒 × 13,034盒","130340","08 13 2015 12:00AM",""
"血液製劑類","泛泰醫療產品有限公司","＂百特＂25%人體正常血清白蛋白注射劑","LA15E064AA","04 25 2017 12:00AM","50 mL/瓶","50 mL/瓶 × 20,043瓶","20043","07 30 2015 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","保蓓人類乳突病毒第16/18型疫苗","AHPVA242BF, AHPVA242B","05 31 2017 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 35,810盒","35810","08 26 2015 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","嘉喜〔四價人類乳突病毒(第6,11,16,18型)基因重組疫苗〕","L021297, 0000393083","05 20 2017 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 1,661盒","1661","08 13 2015 12:00AM",""
"疫苗及類毒素類","荷商葛蘭素史克藥廠股份有限公司台灣分公司","補施追疫苗","AC37B198AA, AC37B198A","11 30 2017 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 5,550盒","5550","09 11 2015 12:00AM",""
"血液製劑類","禾利行股份有限公司","＂百合＂血漿蛋白","B121065","02 28 2018 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 1,796盒","1796","07 28 2015 12:00AM",""
"疫苗及類毒素類","和聯生技藥業股份有限公司","日本腦炎疫苗(Boryung Japanese Encephalitis Vaccine)","00415005","10 15 2016 12:00AM","1劑/1 mL/瓶 × 10瓶/盒","1劑/1 mL/瓶 × 10瓶/盒 × 5,121盒","51210","09 14 2015 12:00AM",""
"血液製劑類","吉發企業股份有限公司","＂貝靈＂血清蛋白注射液20%","H2144411A","03 31 2020 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 21,586盒","21586","08 4 2015 12:00AM",""
"其他生物藥品類","海喬健康事業股份有限公司","儷緻注射劑300U","K08712","02 28 2017 12:00AM","300 units/瓶/盒","300 units/瓶/盒 × 1,068盒","1068","08 13 2015 12:00AM","AH955544破損，補發AH968286"
"其他生物藥品類","海喬健康事業股份有限公司","儷緻注射劑","K08209","02 28 2017 12:00AM","500 units/瓶/盒","500 units/瓶/盒 × 5,984盒","5984","08 13 2015 12:00AM","AH933117, AH930496破損，補發AI4382, AI4383"
"其他生物藥品類","台灣愛力根藥品股份有限公司","＂愛力根＂保妥適乾粉注射劑","C3812 C3","01 31 2018 12:00AM","100 units/瓶/盒","100 units/瓶/盒 × 3,999盒","3999","08 17 2015 12:00AM",""
"其他生物藥品類","台灣愛力根藥品股份有限公司","＂愛力根＂保妥適乾粉注射劑","C3825 C2F","02 28 2018 12:00AM","50 units/瓶/盒","50 units/瓶/盒 × 3,600盒","3600","08 17 2015 12:00AM",""
"血液製劑類","禾利行股份有限公司","＂百合＂人白蛋白20%","B234585","03 31 2018 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 3,996盒","3996","08 5 2015 12:00AM",""
"疫苗及類毒素類","美商默沙東藥廠股份有限公司台灣分公司","輪達停口服活性五價輪狀病毒疫苗","L021169, 0000472018","04 1 2017 12:00AM","1劑/2 mL/軟管 × 10軟管/盒","1劑/2 mL/軟管 × 10軟管/盒 × 5,510盒","55100","08 19 2015 12:00AM","破損AH971637，補發AI052785"
"疫苗及類毒素類","賽諾菲股份有限公司","巴斯德小兒麻痺注射疫苗","L0048-1, L0048","01 31 2017 12:00AM","1劑/0.5 mL/支/盒","1劑/0.5 mL/支/盒 × 38,616盒","38616","09 11 2015 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","巴斯德 b 型嗜血桿菌接合疫苗(Act-HIB)","L1280-1, L1280","05 31 2017 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 25,448盒","25448","08 28 2015 12:00AM",""
"疫苗及類毒素類","賽諾菲股份有限公司","巴斯德 b 型嗜血桿菌接合疫苗 (Act-HIB)","L8149-1, L8149","02 28 2017 12:00AM","1劑/瓶/盒","1劑/瓶/盒 × 14,192盒","14192","08 28 2015 12:00AM",""
"血液製劑類","天行貿易股份有限公司","白蛋白注射劑","A1NF500291","05 22 2018 12:00AM","50 mL/瓶/盒","50 mL/瓶/盒 × 22,801盒","22801","08 10 2015 12:00AM",""
"血液製劑類","吉發企業股份有限公司","第九凝血因子複合注射劑250/500","E0560111A","03 31 2018 12:00AM","500 IU/瓶/盒","500 IU/瓶/盒 × 1,466盒","1466","10 28 2015 12:00AM",""
