主類別,次類別,名稱,附檔說明
"農藥","殺蟲劑","二氯松(Dichlorvos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75748-79.二氯松(Dichlorvos)專業版.doc"
"農藥","殺蟲劑","丁基滅必蝨(fenobucarb)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75749-78.丁基滅必蝨(fenobucarb)專業版.doc"
"農藥","殺蟲劑","繁福松(Fensulfothion)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75750-繁福松980427.doc"
"農藥","殺蟲劑","芬普尼代謝物(以Fipronil-desulfinyl為代表)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75752-94.芬普尼代謝物(以Fipronil-desulfinyl為代表)專業版.doc"
"農藥","殺菌劑","鐵甲砷酸銨(MAFA)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75706-67.鐵甲砷酸銨(MAFA)專業版.doc"
"農藥","殺蟲劑","滅爾蝨( Xylylcarb；MPMC )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75707-82.滅爾蝨 ( Xylylcarb；MPMC )專業版.doc"
"農藥","殺蟲劑","阿特靈(Aldrin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75736-95.阿特靈(Aldrin)專業版.doc"
"農藥","殺蟲劑","因得克( Indoxacarb )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75737-88.因得克(Indoxacarb)專業版.doc"
"農藥","殺菌劑","加普胺( Carpropamid )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75739-38.加普胺( Carpropamid )專業版.doc"
"農藥","殺蟲劑","甲基陶斯松(Chlorpyriphos-methyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75741-86.甲基陶斯松（Chlorpyrifos-methyl）專業版.doc"
"農藥","殺菌劑","丙基喜樂松(Iprobenfos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75697-37.丙基喜樂松(Iprobenfos)專業版.doc"
"農藥","殺菌劑","依普同(Iprodione)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75698-56.依普同(Iprodione)專業版.doc"
"農藥","殺菌劑","滅普寧(mepronil)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75700-60.滅普寧(mepronil)專業版.doc"
"農藥","殺菌劑","賓克隆(Pencycuron)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75701-66.賓克隆(Pencycuron)專業版.doc"
"農藥","殺菌劑","殺紋寧(Hymexazol)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75703-58.殺紋寧(Hymexazol)專業版.doc"
"農藥","殺菌劑","嘉賜黴素(Kasugamycin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75705-62.嘉賜黴素(Kasugamycin)專業版.doc"
"農藥","殺菌劑","蓋普丹（Captan）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75689-65.蓋普丹（Captan）專業版.doc"
"農藥","殺菌劑","四氯異苯腈(Chlorothalonil)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75690-51.四氯異苯腈(Chlorothalonil)專業版.doc"
"農藥","殺菌劑","克氯得(Chlozolinate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75691-53.克氯得(Chlozolinate)專業版.doc"
"農藥","殺菌劑","福多寧(Flutolanil)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75693-63.福多寧(Flutolanil)專業版.doc"
"農藥","殺菌劑","菲克利(Hexaconazole)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75695-59.菲克利(hexaconazole)專業版.doc"
"農藥","殺菌劑","易胺座(Imibenconazole)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75696-57.易胺座(Imibenconazole)專業版.doc"
"農藥","殺草劑","菲殺淨(Hexazinone)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75671-49菲殺淨(Hexazinone)專業版.doc"
"農藥","殺草劑","依滅草 (Imazapyr)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75672-43.依滅草 (Imazapyr)專業版.doc"
"農藥","殺草劑","巴拉松(Parathion)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75673-77.巴拉松(Parathion)專業版.doc"
"農藥","殺草劑","滅必淨 ( Metribuzin )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75674-50.滅必淨 ( Metribuzin )專業版.doc"
"農藥","殺草劑","免速隆(Bensulfuron-methyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75687-41.免速隆(Bensulfuron-methyl)專業版.doc"
"農藥","殺菌劑","佈生(Benthiazole)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75688-52.佈生(Benthiazole)專業版.doc"
"農藥","殺草劑","草脫淨(Atrazine)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75665-45.草脫淨(Atrazine)專業版.doc"
"農藥","殺草劑","草芬定(Azafenidin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75666-44.草芬定(Azafenidin)專業版.doc"
"農藥","殺草劑","本達隆(Bentazone)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75667-39.本達隆(Bentazone)專業版.doc"
"農藥","殺草劑","比達寧（Butralin）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75668-36.比達寧（Butralin）專業版.doc"
"農藥","殺草劑","滅芬草（Mefenacet）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75669-46.滅芬草（Mefenacet）專業版.doc"
"農藥","殺草劑","巴拉刈(Paraquat)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75670-35.巴拉刈(Paraquat)專業版.doc"
"農藥","殺蟎劑","密滅汀（Milbemectin）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51856-密滅汀民眾版修100.doc"
"農藥","殺蟎劑","覆滅蟎(Formetanate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51857-75.覆滅蟎(Formetanate)民眾版.doc"
"農藥","生長調節劑","抑芽素 (Maleic hydrazide)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75661-抑芽素.doc"
"農藥","生長調節劑","根生長素 (NAA)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75662-根生長素.doc"
"農藥","除草劑","環磺隆 (Cyclosulfamuron)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75663-47.環磺隆 (Cyclosulfamuron)專業版.doc"
"農藥","殺草劑","亞速爛(Asulam)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/75664-42.亞速爛(Asulam)專業版.doc"
"農藥","殺菌劑","免賴得( Benomyl )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51836-54.免賴得(Benomyl)民眾版.doc"
"農藥","殺菌劑","依得利(Etridiazole)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51838-55.依得利(Etridiazole)民眾版.doc"
"農藥","殺菌劑","滅特座(Metconazole)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51841-滅特座民眾版修100.doc"
"農藥","殺菌劑","福拉比(Furametpyr)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51844-64.福拉比(Furametpyr)民眾版.doc"
"農藥","殺蟲劑","依芬寧(Etofenprox)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51853-91.依芬寧(Etofenprox)民眾版.doc"
"農藥","殺菌劑","芬普福( Fenpropimorph )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51855-61.芬普福(Fenpropimorph)民眾版.doc"
"農藥","殺草劑","滅草胺(Metazachlor)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51821-滅草胺民眾版修100.doc"
"農藥","殺菌劑","凡殺同 ( Famoxadone )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51823-32.凡殺同 ( Famoxadone )民眾版.doc"
"農藥","殺菌劑","三苯羥錫 (Fentin hydroxide)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51832-34.三苯羥錫 (Fentin hydroxide)民眾版.doc"
"農藥","殺菌劑","三苯醋錫（Fentin-acetate）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51833-三苯醋錫民眾版修100.doc"
"農藥","殺菌劑","右滅達樂（Metalaxyl-M）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51834-右滅達樂民眾版修100.doc"
"農藥","殺菌劑","多寧（Dodine）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51835-多寧民眾版修.doc"
"農藥","殺草劑","亞速隆 ( Ethoxysulfuron )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51809-31.亞速隆 ( Ethoxysulfuron )民眾版.doc"
"農藥","殺草劑","伏速隆(Flazasulfuron )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51810-33.伏速隆(flazasulfuron )民眾版.doc"
"農藥","殺草劑","嘉磷塞 ( Glyphosate )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51811-48.嘉磷塞 ( Glyphosate )民眾版.doc"
"農藥","殺草劑","加撲草（MCPB）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51813-加撲草 民眾版修.doc"
"農藥","殺草劑","伏寄普 (Fluazifop-butyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51815-40.伏寄普 (Fluazifop-butyl)民眾版.doc"
"農藥","殺草劑","克普草（Clomeprop）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51816-克普草 民眾版修.doc"
"農藥","殺菌劑","滅特座(Metconazole)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51732-滅特座修改版修100.doc"
"農藥","殺菌劑","福拉比(Furametpyr)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51734-64.福拉比(Furametpyr)專業版.doc"
"農藥","殺蟲劑","依芬寧(Etofenprox)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51743-91.依芬寧(Etofenprox)專業版.doc"
"農藥","殺菌劑","芬普福( Fenpropimorph )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51746-61.芬普福(Fenpropimorph)專業版.doc"
"農藥","殺蟎劑","密滅汀（Milbemectin）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51747-密滅汀專業版修100.doc"
"農藥","殺蟎劑","覆滅蟎(Formetanate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51748-75.覆滅蟎(Formetanate)專業版.doc"
"農藥","殺菌劑","三苯羥錫 (Fentin hydroxide)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51724-34.三苯羥錫 (Fentin hydroxide)專業版.doc"
"農藥","殺菌劑","三苯醋錫（Fentin-acetate）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51725-三苯醋錫修100.doc"
"農藥","殺菌劑","右滅達樂（Metalaxyl-M）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51726-右滅達樂修改版修100.doc"
"農藥","殺菌劑","多寧（Dodine）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51727-多寧修100.doc"
"農藥","殺菌劑","免賴得( Benomyl )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51728-54.免賴得(Benomyl)專業版.doc"
"農藥","殺菌劑","依得利(Etridiazole)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51729-55.依得利(Etridiazole)專業版.doc"
"農藥","殺草劑","加撲草（MCPB）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51707-加撲草 專業版100.doc"
"農藥","殺草劑","伏寄普 (Fluazifop-butyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51709-40.伏寄普 (Fluazifop-butyl)專業版.doc"
"農藥","殺草劑","伏速隆(Flazasulfuron )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51710-33.伏速隆(flazasulfuron )專業版.doc"
"農藥","殺草劑","克普草（Clomeprop）","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51711-克普草 專業版修.doc"
"農藥","殺草劑","滅草胺(Metazachlor)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51717-滅草胺修改版修100.doc"
"農藥","殺菌劑","凡殺同 ( Famoxadone )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51720-32.凡殺同 ( Famoxadone )專業版.doc"
"農藥","殺蟲劑","硫滅松(Thiometon)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30318-51硫滅松.doc"
"農藥","殺蟲劑","泰滅寧(Tralomethrin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30319-泰滅寧民眾版修.doc"
"農藥","殺蟲劑","滅克蝨(XMC)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30323-52滅克蝨.doc"
"農藥","殺蟎劑","三亞蟎代謝物(Amitraz metabolites)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30327-68.三亞蟎代謝物(Amitraz metabolites)民眾版.doc"
"農藥","殺草劑","亞速隆 ( Ethoxysulfuron )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51704-31.亞速隆 ( Ethoxysulfuron )專業版.doc"
"農藥","殺草劑","嘉磷塞 ( Glyphosate )","http://consumer.fda.gov.tw/Files/HealthRisk/1213/51705-48嘉磷塞 ( Glyphosate )專業版.doc"
"農藥","殺蟲劑","殺力松(Salithion)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30312-殺力松普及版修.doc"
"農藥","殺蟲劑","托福松(Terbufos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30313-托福松普及版修.doc"
"農藥","殺蟎劑","得脫螨(Tetradifon)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30314-Tetradifon 得脫 -民眾 -100.doc"
"農藥","殺蟲劑","治滅寧(Tetramethrin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30315-Tetramethrin 治滅寧 -民眾 -100.doc"
"農藥","殺蟲劑","硫敵克(Thiodicarb)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30316-Thiodicarb 硫敵克 -民眾 -100.doc"
"農藥","殺蟲劑","硫伐隆(Thiofanox)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30317-Thiofanox public修.doc"
"農藥","殺蟲劑","普滅克(Promecarb)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30280-50普滅克.doc"
"農藥","殺蟲劑","普硫松(Prothiofos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30283-普硫松民眾版修.doc"
"農藥","殺蟲劑","派滅淨(Pymetrozine)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30285-派滅淨民眾版修.doc"
"農藥","殺蟲劑","白克松(Pyraclofos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30286-Pyraclofos 白克松-民眾版 -100.doc"
"農藥","殺蟲劑","必芬松(Pyridaphenthion)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30288-Pyridaphenthion 必芬松-民眾版 -100.doc"
"農藥","殺蟲劑","拜裕松(Quinalphos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30311-Quinalphos 拜裕松 -民眾版 -100.doc"
"農藥","殺蟲劑","賽達松(Phenthoate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30268-49賽達松.doc"
"農藥","殺蟲劑","益滅松(Phosmet)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30271-98益滅松(Phosmet)民眾版.doc"
"農藥","殺蟲劑","福賜米松(Phosphamidon)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30272-福賜米松民眾版.htm"
"農藥","殺蟲劑","比加普(Pirimicarb)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30273-84.比加普(Pirimicarb)民眾版.doc"
"農藥","殺蟲劑","乙基亞特松(Pirimiphos-ethyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30274-76.乙基亞特松(Pirimiphos-ethyl )民眾版.doc"
"農藥","殺蟲劑","亞特松(Pirimiphos-methyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30278-90.亞特松(Pirimiphos methyl)民眾版.doc"
"農藥","殺蟲劑","滅克松(Methacrifos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30255-滅克松民眾版.htm"
"農藥","殺蟲劑","達馬松(Methamidophos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30256-達馬松(民眾版)修.doc"
"農藥","殺蟲劑","納乃得(Methomyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30260-Methomyl 納乃得 -民眾版 -100.doc"
"農藥","殺蟲劑","美文松(Mevinphos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30262-美文松(民眾版)修.doc"
"農藥","殺蟲劑","滅蟻樂(Mirex)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30263-滅蟻樂民眾版.htm"
"農藥","殺蟲劑","百滅寧(Permethrin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30267-更新89.百滅寧 (Permethrin)民眾版.doc"
"農藥","殺蟲劑","益多松(Etrimfos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30151-Etrimfos 益多松 -民眾 -100.doc"
"農藥","殺蟲劑","亞芬松(Isofenphos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30248-89.亞芬松(Isofenphos)民眾版.doc"
"農藥","殺蟲劑","滅必蝨(Isoprocarb)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30249-100.滅必蝨(Isoprocarb)民眾版.doc"
"農藥","殺蟲劑","加福松(Isoxathion)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30250-85.加福松（Isoxathion）民眾版.doc"
"農藥","殺蟲劑","靈丹(Lindane)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30251-靈丹民眾版.htm"
"農藥","殺蟲劑","美福松(Mephosfolan)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30254-97.美福松(Mephosfolan)民眾版.doc"
"農藥","殺蟲劑","汰芬隆(Diafenthiuron)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/29983-Diafenthiuron 汰芬隆 -民眾 -100.doc"
"農藥","殺蟲劑","得拉松(Dialifos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/29984-Dialifos 得拉松 -民 -100.doc"
"農藥","殺蟲劑","雙特松(Dicrotophos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/29988-雙特松 民眾版修.doc"
"農藥","殺蟲劑","地特靈(Dieldrin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/29989-Dieldrin 地特靈 民眾版修.doc"
"農藥","殺蟲劑","二福隆(Diflubenzuron)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30140-Diflubenzuron 二福隆 -民眾 -100.doc"
"農藥","殺蟲劑","益化利(Esfenvalerate)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/30149-Esfenvalerate 益化利 -民眾 -100.doc"
"農藥","殺蟲劑","亞烈寧(Allethrin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/29532-Allethrin 亞列寧-民眾板-100.doc"
"農藥","殺蟲劑","免扶克(Benfluracarb)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/29539-免扶克修100.doc"
"農藥","殺蟲劑","必克蝨(Bufencarb)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/29545-Bufencarb 必克蝨 民眾版修.doc"
"農藥","殺蟲劑","丁基加保扶(Carbosulfan)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/29680-Carbosulfan 丁基加保扶 -民眾 -100.doc"
"農藥","殺蟲劑","蝨必殺(CPMC)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/29785-CMPC蝨必殺民眾版修.doc"
"農藥","殺蟲劑","滴滴涕(DDT)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/29980-DDT滴滴涕民眾版修.doc"
"農藥","殺蟎劑","得脫螨(Tetradifon)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28293-Tetradifon 得脫 -專業 -100.doc"
"農藥","殺蟲劑","治滅寧(Tetramethrin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28294-Tetramethrin 治滅寧 -專業版 -100.doc"
"農藥","殺蟲劑","硫敵克(Thiodicarb)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28295-Thiodicarb 硫敵克 -專業 -100.doc"
"農藥","殺蟲劑","硫伐隆(Thiofanox)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28296-Thiofanox offical修.doc"
"農藥","殺蟲劑","泰滅寧(Tralomethrin)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28298-tralomethrin修.doc"
"農藥","殺草劑","必芬諾(Bifenox)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28653-07 必芬諾.doc"
"農藥","殺蟲劑","派滅淨(Pymetrozine)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28266-派滅淨專業版修.doc"
"農藥","殺蟲劑","白克松(Pyraclofos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28267-Pyraclofos 白克松-專業版 -100.doc"
"農藥","殺蟲劑","必芬松(Pyridaphenthion)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28268-Pyridaphenthion 必芬松-專業版 -100.doc"
"農藥","殺蟲劑","拜裕松(Quinalphos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28290-Quinalphos 拜裕松 -專業版 -100.doc"
"農藥","殺蟲劑","殺力松(Salithion)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28291-殺力松專業版修.doc"
"農藥","殺蟲劑","托福松(Terbufos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28292-托福松專業版修.doc"
"農藥","殺蟲劑","益滅松(Phosmet)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28256-98.益滅松(Phosmet)專業版.doc"
"農藥","殺蟲劑","福賜米松(Phosphamidon)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28257-福賜米松專業版.doc"
"農藥","殺蟲劑","比加普(Pirimicarb)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28258-84.比加普(Pirimicarb)專業版.doc"
"農藥","殺蟲劑","乙基亞特松(Pirimiphos-ethyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28259-76.乙基亞特松(Pirimiphos-ethyl )專業版.doc"
"農藥","殺蟲劑","亞特松(Pirimiphos-methyl)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28260-90.亞特松(Pirimiphos methyl)專業版.doc"
"農藥","殺蟲劑","普硫松(Prothiofos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28265-普硫松專業版修.doc"
"農藥","殺蟲劑","美福松(Mephosfolan)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28233-97.美福松(Mephosfolan)專業版.doc"
"農藥","殺蟲劑","滅克松(Methacrifos)","http://consumer.fda.gov.tw/Files/HealthRisk/1213/28234-滅克松 專業版.doc"
