許可證字號,中文品名,英文品名,有效日期,申請商名稱,發證日期,申請商電話,劑型,用途,簽審文件,製造廠國別,成分,申請商地址,包裝量及單位
"衛署添輸字 007686","脂肪酸山梨醇酐酯","SORBITAN FATTY ACID ESTER (RIKEMAL SV-60)","2021-08-31","裕元興業股份有限公司","2006-08-31","02-25082277","粒狀","乳化劑","DHB0C007686007","馬來西亞","SORBITAN FATTY ACID ESTER","","25.00000公斤"
"衛部添輸字 011440","葡萄糖酸鋅","ZINC GLUCONATE (ZINC GLUCONATE USP LOW HM POWDER)","2020-10-16","仁友興業有限公司","2015-10-16","02-27092296","粉劑","營養添加劑","DHB0M011440001","美國","ZINC GLUCONATE","","25.00000公斤"
"衛署添輸字 008453","D-甘露醇","D-MANNITOL(C*MANNIDEX 16705)","2019-09-10","信意企業股份有限公司","2009-09-10","02-7523137","結晶性粉末","品質改良用、釀造用及食品製造用劑;;甜味劑","DHB0C008453008","義大利","MANNITOL","","25.00000公斤"
"衛署添輸字 005861","粉末醋酸　　　　　　　　　　　　　　　　　　　　　　","VINEGAR POWDER","2018-03-02","國華貿易股份有限公司","1998-03-02","02-23415137","粉劑","調味劑","DHB0C005861008","日本","ACETIC ACID, GLACIAL;;SODIUM ACETATE","",""
"衛署添輸字 004473","黑色色素　ＴＳ　ＮＯ．１","BLACK COLOR TS N0.1","2018-02-24","國華貿易股份有限公司","1993-02-24","02-23415137","糊狀","著色劑","DHB0C004473005","日本","WATER;;CORN OIL;;MONOGLYCERIDE;;COCOA COLOR;;GARDENIA BLUE;;CARAMEL","","1.00000公斤"
"衛署添輸字 009354","BETA-胡蘿蔔素 1% CWS/M型","BETA-CAROTENE 1% CWS/M","2022-02-07","仁友興業有限公司","2012-02-07","02-27092296","粉劑","營養添加劑;;著色劑","DHB0C009354002","瑞士","DL-ALPHA-TOCOPHEROL;;SUCROSE;;MEDIUM CHAIN TRIGLYCERIDES;;BETA-CAROTENE;;SODIUM L-ASCORBATE;;MALTODEXTRIN;;ACACIA;;SILICON DIOXIDE","","5.00000公斤;20.00000公斤"
"衛署添輸字 009680","玉米糖膠","XANTHAN GUM (KELTROL? 521 XANTHAN GUM)","2022-08-21","振芳股份有限公司","2012-08-21","02-23415137","粉劑","粘稠劑","DHB0C009680001","美國","XANTHAN GUM","","25.00000公斤;25.00000公斤"
"衛部添輸字 010907","鹿角菜膠","CARRAGEENAN (TICALOID 710H POWDER)","2019-09-26","信意企業股份有限公司","2014-09-26","02-7523137","粉劑","粘稠劑","DHB0M010907009","美國","CARRAGEENAN","","50.00000磅"
"衛部添輸字 010656","鹿角菜膠","CARRAGEENAN (TICALOID 100 POWDER)","2019-05-12","信意企業股份有限公司","2014-05-12","02-7523137","粉劑","粘稠劑","DHB0M010656001","美國","CARRAGEENAN","","50.00000磅"
"衛署添輸字 009741","醋酸澱粉","STARCH ACETATE(BATTERCRISP 90240)","2022-10-09","信意企業股份有限公司","2012-10-09","02-7523137","粉劑","粘稠劑","DHB0C009741006","美國","STARCH ACETATE","","50.00000磅"
"衛部添輸字 010434","乙醯化己二酸二澱粉","ACETYLATED DISTARCH ADIPATE (C*TEX 06205)","2018-12-10","信意企業股份有限公司","2013-12-10","02-7523137","粉劑","粘稠劑","DHB0M010434000","美國","ACETYLATED DISTARCH ADIPATE","","25.00000公斤"
"衛署添輸字 000306","對羥苯甲酸乙酯　　　　　　　　　　　　　　","ETHYL P-HYDROXYBENZOATE (UENO ETHYL PARABEN NF)","2021-11-15","國華貿易股份有限公司","1975-11-15","02-23415137","粉劑","防腐劑","DHB0C000306009","日本","ETHYL P-HYDROXYBENZOATE","",""
"衛部添輸字 010684","重酒石酸膽鹼+1%二氧化矽","CHOLINE L-BITARTRATE 1% SILICA CONDITIONED(FINE PARTICLE SIZE)(USP COMPLIANT PRIOR TO CONDITIONING)","2019-06-10","仁友興業有限公司","2014-06-10","02-27092296","結晶性粉末","營養添加劑","DHB0M010684004","西班牙","CHOLINE BITARTRATE;;SILICON DIOXIDE","","25.00000公斤"
"衛部添輸字 010683","重酒石酸膽鹼+1%二氧化矽","CHOLINE L-BITARTRATE 1% SILICA CONDITIONED(USP COMPLIANT PRIOR TO CONDITIONING)","2019-06-10","仁友興業有限公司","2014-06-10","02-27092296","結晶性粉末","營養添加劑","DHB0M010683001","西班牙","CHOLINE BITARTRATE;;SILICON DIOXIDE","","25.00000公斤"
"衛部添輸字 010661","醋酸澱粉","STARCH ACETATE (BSL-7614)","2019-05-12","三和製粉股份有限公司","2014-05-12","07-6165522","結晶性粉末","粘稠劑","DHB0M010661000","泰國","STARCH ACETATE","","25.00000公斤;25.00000公克"
"衛部添輸字 011226","麥芽糖醇","MALTITOL (CRYSTALLINE MALTITOL FINE POWDER)","2020-05-04","欣宏生化科技股份有限公司","2015-05-04","04-8365121","結晶性粉末","品質改良用、釀造用及食品製造用劑;;甜味劑","DHB0M011226001","泰國","MALTITOL","","20.00000公斤"
"衛部添輸字 011225","麥芽糖醇","MALTITOL(CRYSTALLINE MALTITOL)","2020-05-04","欣宏生化科技股份有限公司","2015-05-04","04-8365121","結晶性粉末","甜味劑;;品質改良用、釀造用及食品製造用劑","DHB0M011225008","泰國","MALTITOL","","20.00000公斤;25.00000公斤;500.00000公斤;1000.00000公斤"
"衛署添輸字 007802","辛烯基丁二酸鈉澱粉","STARCH SODIUM OCTENYL SUCCINATE (MODIFIED STARCH CARGILL EMCAP 12633)","2022-02-02","信意企業股份有限公司","2007-02-02","02-7523137","粉劑","粘稠劑","DHB0C007802002","美國","STARCH SODIUM OCTENYL SUCCINATE","","50.00000磅"
"衛署添輸字 007803","辛烯基丁二酸鈉澱粉","STARCH SODIUM OCTENYL SUCCINATE (MODIFIED STARCH CARGILL EM CAP 12670)","2022-02-02","信意企業股份有限公司","2007-02-02","02-7523137","粉劑","粘稠劑","DHB0C007803002","美國","STARCH SODIUM OCTENYL SUCCINATE","","50.00000磅"
"衛署香輸字 007154","水分散性皮薩草　３３－０１－１９","AQUARESIN OREGANO 33-01-19","2018-01-02","國華貿易股份有限公司","1998-01-02","02-23415137","液劑","香料","DHB0F007154004","美國","SOYBEAN OIL;;LECITHIN;;EXTRACTIVES OF OREGANO;;DIACETYL TARTARIC ACID ESTER OF MONO-AND DI","","1.00000加侖;0.50000加侖;5.00000加侖;1.00000公斤;3.40000公斤;15.00000公斤"
"衛署香輸字 007192","水分散性五香　　　　　　　　　　　　　　　　　　　　","AQUARESIN CHINESE 5 SPICE","2018-01-06","國華貿易股份有限公司","1998-01-06","02-23415137","液劑","香料","DHB0F007192001","美國","CLOVE EXTRACT;;LECITHIN;;DIACETYL TARTARIC ACID ESTER OF MONO-AND DI;;ANISE EXTRACT;;BLACK PEPPER EXTRACT;;FENNEL EXTRACT;;CINNAMON EXTRACT","",""
"衛署添輸字 010085","脂肪酸山梨醇酐酯","SORBITAN FATTY ACID ESTER(NONION LP-20R)","2018-05-09","肯特貿易有限公司","2013-05-09","02-27730819","液劑","乳化劑","DHB0C010085004","日本","SORBITAN FATTY ACID ESTER (SORBITAN MONOLAURATE)","","36.00000公斤;18.00000公斤"
"衛署添輸字 008518","甘草萃","LICORICE EXTRACTS","2019-12-01","裕元興業股份有限公司","2009-12-01","02-25082277","塊狀","甜味劑","DHB0C008518002","中國大陸","LICORICE EXTRACTS","","25.00000公斤"
"衛部添輸字 010509","羧甲基纖維素鈉","SODIUM CARBOXYMETHYL CELLULOSE (CEKOL HVD CELLULOSE GUM)","2019-02-13","振芳股份有限公司","2014-02-13","02-23415137","粉劑","粘稠劑","DHB0M010509008","芬蘭","SODIUM CARBOXYMETHYL CELLULOSE","","20.00000公斤"
"衛部添輸字 010413","L-抗壞血酸棕櫚酸酯(維生素C)","L-ASCORBYL PALMITATE (VITAMIN C)","2018-11-29","振芳股份有限公司","2013-11-29","02-23415137","粉劑","抗氧化劑;;營養添加劑","DHB0M010413002","德國","L-ASCORBYL PALMITATE","","5.00000公斤;10.00000公斤;25.00000公斤"
"衛署添輸字 005019","蒜精　　　　　　　　　　　　　　　　　　　　　　　　","GARLIC CONCENTRATE","2019-08-22","振芳股份有限公司","1994-08-22","02-23415137","液劑","香料","DHB0C005019001","美國","POTASSIUM SORBATE;;SILICON RESIN;;PHOSPHORIC ACID;;SILICON DIOXIDE(SILICA AEROGEL);;GARLIC EXTRACT;;POLYSORBATE 80;;LECITHIN;;WATER;;SORBITOL","",""
"衛部添輸字 010821","L-肉酸","L-CARNITINE","2019-08-12","漢旭股份有限公司","2014-08-12","0227773207","結晶性粉末","營養添加劑","DHB0M010821007","中國大陸","L-CARNITINE","","25.00000公斤"
"衛部添輸字 010915","聚乙烯吡咯烷酮","POLYVINYLPYRROLIDONE (POVIDONE K30)","2019-10-03","漢旭股份有限公司","2014-10-03","0227773207","粉劑","品質改良用、釀造用及食品製造用劑","DHB0M010915007","中國大陸","POLYVINYLPYRROLIDONE","","25.00000公斤"
"衛部添輸字 010922","抗壞血酸(維生素C)","ASCORBIC ACID (VITAMIN C)","2019-10-07","漢旭股份有限公司","2014-10-07","0227773207","結晶性粉末","抗氧化劑;;營養添加劑","DHB0M010922002","中國大陸","ASCORBIC ACID (VITAMIN C)","","25.00000公斤"
"衛部添輸字 010793","L-酒石酸肉酸","L-CARNITINE TARTRATE","2019-07-28","漢旭股份有限公司","2014-07-28","0227773207","結晶性粉末","營養添加劑","DHB0M010793000","中國大陸","L-CARNITINE TARTRATE","","25.00000公斤"
"衛部添輸字 010914","聚乙烯吡咯烷酮","POLYVINYLPYRROLIDONE (POVIDONE K90)","2019-10-03","漢旭股份有限公司","2014-10-03","0227773207","粉劑","品質改良用、釀造用及食品製造用劑","DHB0M010914004","中國大陸","POLYVINYLPYRROLIDONE","","25.00000公斤"
"衛部添輸字 011772","磷酸二澱粉","DISTARCH PHOSPHATE (SH5858)","2021-07-22","三和製粉股份有限公司","2016-07-22","07-6165522","粉劑","粘稠劑","DHB0M011772005","泰國","DISTARCH PHOSPHATE","","25.00000公斤"
"衛部添輸字 010605","脂肪酸蔗糖酯 LWA-1570","RYOTO SUGAR ESTER LWA-1570","2019-05-27","振芳股份有限公司","2014-05-27","02-23415137","液劑","乳化劑","DHB0M010605001","日本","WATER;;SUCROSE FATTY ACID ESTER;;ETHANOL","","18.00000公斤"
"衛部添輸字 010720","羥丙基甲基纖維素","HYDROXYPROPYL METHYLCELLULOSE (VIVAPHARM HPMC E50)","2019-06-26","漢旭股份有限公司","2014-06-26","0227773207","粉劑","品質改良用、釀造用及食品製造用劑;;粘稠劑;;乳化劑","DHB0M010720002","墨西哥","HYDROXYPROPYL METHYLCELLULOSE","","25.00000公斤"
"衛署添輸字 005982","醋磺內酯鉀　　　　　　　　　　　　　　　　　　　　　","ACESULFAME POTASSIUM (SUNETT ACESULFAME K E 950)","2018-10-28","振芳股份有限公司","1998-10-28","02-23415137","結晶性粉末","甜味劑","DHB0C005982001","德國","ACESULFAME POTASSIUM","",""
"衛部添輸字 010399","醋酸維他命 E 950 NS","DRY VITAMIN E ACETATE 950 NS","2018-11-26","振芳股份有限公司","2013-11-26","02-23415137","顆粒劑","營養添加劑","DHB0M010399008","美國","D-α-TOCOPHERYL ACETATE;;FISH GELATIN;;CALCIUM SILICATE;;SILICON DIOXIDE","","20.00000公斤"
"衛部添輸字 010410","甘草酸銨","AMMONIATED GLYCYRRHIZIN (AMMONIAE GLYCYRRHIZINUM)","2018-11-28","振芳股份有限公司","2013-11-28","02-23415137","粉劑","甜味劑","DHB0M010410006","日本","AMMONIATED GLYCYRRHIZIN","","5.00000公斤;20.00000公斤"
"衛署添輸字 010055","生物素-1%-A型","BITRIT-1?-TYPE A","2018-04-25","仁友興業有限公司","2013-04-25","02-27092296","粉劑","營養添加劑","DHB0C010055005","美國","D-BIOTIN;;CALCIUM PHOSPHATE, DIBASIC (ANHYDROUS)","","50.00000公斤;10.00000公斤"
"衛部添輸字 011820","乾燥型維生素 E 50% CWS/S","DRY VITAMIN E 50% CWS/S","2021-09-02","仁友興業有限公司","2016-09-02","02-27092296","粉劑","營養添加劑","DHB0M011820000","瑞士","DL-ALPHA-TOCOPHERYL ACETATE (VITAMIN E);;MALTODEXTRIN;;STARCH SODIUM OCTENYL SUCCINATE;;SILICON DIOXIDE","","20.00000公斤"
"衛署添輸字 009716","抗壞血酸鈣","CALCIUM ASCORBATE","2022-09-24","仁友興業有限公司","2012-09-24","02-27092296","粉劑","抗氧化劑;;營養添加劑","DHB0C009716009","美國","CALCIUM ASCORBATE","","25.00000公斤"
"衛署添輸字 009770","乾燥維生素A醋酸鹽325CWS/A","DRY VITAMIN A ACETATE 325CWS/A","2017-10-23","仁友興業有限公司","2012-10-23","02-27092296","顆粒劑","營養添加劑","DHB0C009770002","美國","MALTODEXTRIN;;ACACIA;;CORN STARCH;;VITAMIN A ACETATE;;DL-ALPHA-TOCOPHEROL","","5.00000公斤;20.00000公斤"
"衛署添輸字 009667","生育醇","DL-α-TOCOPHEROL","2022-08-07","仁友興業有限公司","2012-08-07","02-27092296","油狀物","營養添加劑;;抗氧化劑","DHB0C009667001","瑞士","DL-ALPHA-TOCOPHEROL","","20.00000公斤;5.00000公斤"
"衛署添輸字 000303","丙酸鈣　　　　　　　　　　　　　　　　　　","CALCIUM PROPIONATE (MONOPRON B)","2021-11-15","國華貿易股份有限公司","1975-11-15","02-23415137","粉劑","防腐劑","DHB0C000303000","日本","CALCIUM PROPIONATE","",""
"衛部添輸字 010463","磷酸二澱粉","DISTARCH PHOSPHATE STARCH (STABITEX-INSTANT 12620)","2018-12-30","信意企業股份有限公司","2013-12-30","02-7523137","粉劑","粘稠劑","DHB0M010463009","美國","DISTARCH PHOSPHATE STARCH","","50.00000磅"
"衛署添輸字 008934","羥丙基磷酸二澱粉","HYDROXYPROPYL DISTARCH PHOSPHATE(POLARTEX 06754)","2021-03-21","信意企業股份有限公司","2011-03-21","02-7523137","粉劑","粘稠劑","DHB0C008934002","美國","HYDROXYPROPYL DISTARCH PHOSPHATE","","50.00000磅"
"衛署添輸字 008933","羥丙基磷酸二澱粉","HYDROXYPROPYL DISTARCH PHOSPHATE(POLARTEX 06744)","2021-03-21","信意企業股份有限公司","2011-03-21","02-7523137","粉劑","粘稠劑","DHB0C008933002","美國","HYDROXYPROPYL DISTARCH PHOSPHATE","","50.00000磅;25.00000公斤"
"衛署添輸字 008935","羥丙基磷酸二澱粉","HYDROXYPROPYL DISTARCH PHOSPHATE(POLARTEX 06727)","2021-03-21","信意企業股份有限公司","2011-03-21","02-7523137","粉劑","粘稠劑","DHB0C008935005","美國","HYDROXYPROPYL DISTARCH PHOSPHATE","","50.00000磅"
"衛部添輸字 010246","乾燥維生素 E 乙酸鹽 950 NS","DRY VITAMIN E ACETATE 950 NS","2018-09-10","仁友興業有限公司","2013-09-10","02-27092296","顆粒劑","營養添加劑","DHB0M010246000","美國","D-ALPHA-TOCOPHERYL ACETATE;;FISH GELATIN;;CALCIUM SILICATE;;SILICON DIOXIDE","","5.00000公斤;20.00000公斤"
"衛部添輸字 011211","食優活化劑","DIVOACT H-9","2020-04-28","台灣泰華施股份有限公司","2015-04-28","02-87514888","液劑","食品工業用化學藥品","DHB0M011211005","中國大陸","HYDROCHLORIC ACID;;WATER","","20.60000公斤"
"衛部添輸字 011228","矽藻土","DIATOMACEOUS EARTH (SILIKA#600H)","2020-05-06","富雅科技股份有限公司","2015-05-06","02-29718918","粉劑","品質改良用、釀造用及食品製造用劑;;其他","DHB0M011228004","日本","DIATOMACEOUS EARTH","","20.00000公斤"
"衛部添輸字 011227","矽藻土","DIATOMACEOUS EARTH (SILIKA#645)","2020-05-06","富雅科技股份有限公司","2015-05-06","02-29718918","粉劑","品質改良用、釀造用及食品製造用劑;;其他","DHB0M011227001","日本","DIATOMACEOUS EARTH","","20.00000公斤"
"衛署添輸字 008681","矽藻土","DIATOMACEOUS EARTH (OPLITE W-3050)","2020-06-21","富雅科技股份有限公司","2010-06-21","02-29718918","粉劑","品質改良用、釀造用及食品製造用劑;;濾助劑","DHB0C008681001","日本","DIATOMACEOUS EARTH","","20.00000公斤"
"衛署添輸字 008179","偏亞硫酸氫鉀","POTASSIUM METABISULFITE","2018-09-11","友源貿易股份有限公司","2008-09-11","02-3613250","結晶性粉末","抗氧化劑;;漂白劑","DHB0C008179006","德國","POTASSIUM METABISULFITE","","25.00000公斤"
"衛部添輸字 011571","氫氧化鈣","CALCIUM HYDROXIDE (SCALLOW)","2021-01-20","福碩生物科技有限公司","2016-01-20","02-23919598","粉劑","品質改良用、釀造用及食品製造用劑;;營養添加劑","DHB0M011571005","日本","CALCIUM HYDROXIDE","","1.00000公斤"
"衛署添輸字 008340","麩醯胺酸","L-GLUTAMINE","2019-06-19","西海生技股份有限公司","2009-06-19","02-25621357","結晶性粉末","營養添加劑","DHB0C008340003","韓國","L-GLUTAMINE","","20.00000公斤"
"衛部添輸字 011201","混合濃縮生育醇(低阿爾發類)","TOCOPHEROLS CONCENTRATE, MIXED (LOW-α-TYPE) (MTP-50-SB)","2020-04-16","品帝股份有限公司","2015-04-16","02-27915806","油狀物","抗氧化劑","DHB0M011201001","中國大陸","TOCOPHEROLS CONCENTRATE, MIXED","","5.00000公斤;1.00000公斤;20.00000公斤"
"衛署添輸字 004507","偏磷酸鉀　　　　　　　　　　　　　　　　　　　　　　","POTASSIUM METAPHOSPHATE","2018-04-02","東信化學藥品有限公司","1993-04-02","02-5715135","結晶性粉末","品質改良用、釀造用及食品製造用劑","DHB0C004507007","日本","POTASSIUM METAPHOSPHATE","",""
"衛署添輸字 004476","焦磷酸鈉（結晶）　　　　　　　　　　　　　　　　　　","SODIUM PYROPHOSPHATE (CRYSTAL)","2018-03-01","東信化學藥品有限公司","1993-03-01","02-5715135","結晶性粉末","結著劑","DHB0C004476001","日本","SODIUM PYROPHOSPHATE","",""
"衛署添輸字 004593","磷酸鉀　　　　　　　　　　　　　　　　　　　　　　　","POTASSIUM PHOSPHATE TRIBASIC (TRIPOTASSIUM PHOSPHATE)","2018-05-31","東信化學藥品有限公司","1993-05-31","02-5715135","粉劑","品質改良用、釀造用及食品製造用劑;;結著劑","DHB0C004593005","日本","POTASSIUM PHOSPHATE, TRIBASIC","",""
"衛部添輸字 011262","碳酸氫鈉","SODIUM BICARBONATE","2020-06-06","欣慶有限公司","2015-06-06","1935/05/17","結晶性粉末","膨脹劑","DHB0M011262002","義大利","SODIUM BICARBONATE","","25.00000公斤"
"衛部添輸字 011311","麩醯胺酸","L-GLUTAMINE (AMINOPURE)","2020-07-29","強生化學製藥廠股份有限公司","2015-07-29","02-29887723","結晶性粉末","營養添加劑","DHB0M011311000","日本","L-GLUTAMINE","","500.00000公克;250.00000公克;140.00000公克;5.00000公克"
"衛署添輸字 008288","羥丙基甲基纖維素","HYDROXYPROPYL METHYLCELLULOSE(METHOCEL K)","2020-09-13","輻達股份有限公司","2009-03-18","03-2124168","粉劑","品質改良用、釀造用及食品製造用劑;;粘稠劑;;乳化劑","DHB0C008288002","美國","HYDROXY PROPYL METHYL CELLULOSE","","25.00000公斤"
"衛部添輸字 010657","羥丙基甲基纖維素","HYDROXYPROPYL METHYLCELLULOSE (METHOCEL E15)","2019-05-13","輻達股份有限公司","2014-05-13","03-2124168","粉劑","品質改良用、釀造用及食品製造用劑;;粘稠劑;;乳化劑","DHB0M010657001","美國","HYDROXYPROPYL METHYLCELLULOSE","","25.00000公斤"
"衛部添輸字 010724","羥丙基甲基纖維素","HYDROXYPROPYL METHYLCELLULOSE (METHOCEL E5)","2019-07-02","輻達股份有限公司","2014-07-02","03-2124168","粉劑","品質改良用、釀造用及食品製造用劑;;粘稠劑;;乳化劑","DHB0M010724001","美國","HYDROXYPROPYL METHYLCELLULOSE","","25.00000公斤;50.00000公斤"
"衛署添輸字 009922","維生素A 棕櫚酸鹽 100萬IU/G 油溶液","VITAMIN A PALMITATE 1.0 MIU/G (STABILIZED WITH BHA/BHT)","2018-02-01","仁友興業有限公司","2013-02-01","02-27092296","油狀物","營養添加劑","DHB0C009922001","瑞士","VITAMIN A PALMITATE;;PEANUT OIL;;BHA(BUTYL HYDROXY ANISOLE);;BHT(DIBUTYL HYDROXY TOLUENE)","","5.00000公斤"
